Repository Name,Bugs,Bugs Rules,Bugs Issues,Vulnerabilities,Vulnerabilities Rules,Vulnerabilities Issues,Security_hotspots_reviewed,Security_hotspots_reviewed Rules,Security_hotspots_reviewed Issues,Code_smells,Code_smells Rules,Code_smells_count
D:\Repositories\30-seconds-of-java8,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,
D:\Repositories\aard2-android,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,
D:\Repositories\accumulo,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,
D:\Repositories\30-seconds-of-java8,0,,N/A,0,,N/A,N/A,,N/A,15,"Regular expressions should not be too complicated, Redundant casts should not be used, Lambdas should be replaced with method references, Regular expression quantifiers and character classes should be used concisely","java:S1612, java:S1612, java:S6353, java:S6353, java:S6353, java:S5843, java:S6353, java:S6353, java:S6353, java:S5843, java:S6353, java:S6353, java:S6353, java:S5843, java:S1905"
D:\Repositories\AAAD,0,,N/A,0,,N/A,0.0,,N/A,28,"Anonymous inner classes containing only one method should become lambdas, The diamond operator (""<>"") should be used, Regular expression quantifiers and character classes should be used concisely, Unnecessary imports should be removed, Catches should be combined, ""java.nio.Files#delete"" should be preferred, Cognitive Complexity of functions should not be too high, Unused function parameters should be removed, Try-with-resources should be used","kotlin:S1128, kotlin:S1172, kotlin:S1172, kotlin:S3776, kotlin:S1172, kotlin:S1172, java:S2093, java:S2147, java:S2147, java:S2093, java:S1604, java:S1604, java:S1604, java:S1604, java:S1604, java:S1604, java:S4042, java:S2293, java:S1604, java:S1604, java:S1604, java:S1604, java:S1604, java:S1604, java:S1604, java:S1604, java:S6353, java:S6353"
D:\Repositories\aard2-android,0,,N/A,28,Exported component access should be restricted with appropriate permissions,N/A,0.0,,N/A,68,"Anonymous inner classes containing only one method should become lambdas, Raw types should not be used, The diamond operator (""<>"") should be used, ""Collections.EMPTY_LIST"", ""EMPTY_MAP"", and ""EMPTY_SET"" should not be used, ""@Override"" should be used on overriding and implementing methods, Return of boolean expressions should not be wrapped into an ""if-then-else"" statement, Catches should be combined, Private fields only used as local variables in methods should become local variables, Variables should be declared with ""let"" or ""const"", Collection.isEmpty() should be used to test for emptiness, Printf-style format strings should be used correctly, ""java.nio.Files#delete"" should be preferred, ""StandardCharsets"" constants should be preferred, Sections of code should not be commented out","java:S1604, java:S1450, java:S125, java:S125, java:S125, java:S125, java:S125, java:S4042, xml:S5594, xml:S5594, xml:S5594, xml:S5594, xml:S5594, xml:S5594, xml:S5594, xml:S5594, xml:S5594, xml:S5594, xml:S5594, xml:S5594, xml:S5594, xml:S5594, xml:S5594, xml:S5594, xml:S5594, xml:S5594, xml:S5594, xml:S5594, xml:S5594, xml:S5594, xml:S5594, xml:S5594, xml:S5594, xml:S5594, xml:S5594, xml:S5594, java:S2293, java:S1126, java:S2293, java:S3740, java:S2293, java:S2293, java:S3740, java:S1596, java:S1604, java:S1604, java:S3740, java:S3740, java:S2293, java:S1155, java:S1604, java:S2293, java:S2293, java:S1155, java:S2293, java:S3457, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, java:S3457, javascript:S3504, java:S4719, java:S2293, java:S2293, java:S1604, java:S1604, java:S1450, java:S1604, java:S2293, java:S1604, java:S2147, java:S1604, java:S1161, java:S1161, java:S1450, java:S2293, java:S2293, java:S1450, java:S1450, java:S1450, java:S1450, java:S2293, java:S2293, java:S2293, java:S1604, java:S2293, java:S2293, java:S1604, java:S1604, java:S1161, java:S1604, java:S1604, java:S2293, java:S4042, java:S1604"
D:\Repositories\accumulo,14,"Font declarations should contain at least one generic font family, ""null"" should not be used with ""Optional"", ""iterator"" should not return ""this"", ""<html>"" element should have a language attribute, ""ThreadLocal"" variables should be cleaned up when no longer used, ""<!DOCTYPE>"" declarations should appear before ""<html>"" tags, Tables should have headers, Intermediate Stream methods should not be left unused",N/A,6,"Server hostnames should be verified during SSL/TLS connections, Server certificates should be verified during SSL/TLS connections",N/A,0.0,,N/A,1756,"The diamond operator (""<>"") should be used, Lambdas containing only one statement should not nest this statement in a block, Catches should be combined, ""ThreadLocal.withInitial"" should be preferred, ""Stream.peek"" should be used with caution, Reflection should not be used to increase accessibility of classes, methods, or fields, ""String#replace"" should be preferred to ""String#replaceAll"", Public constants and fields initialized at declaration should be ""static final"" rather than merely ""final"", Variables should be declared explicitly, Private fields only used as local variables in methods should become local variables, Variables should be declared with ""let"" or ""const"", Printf-style format strings should be used correctly, Standard outputs should not be used directly to log anything, Cognitive Complexity of functions should not be too high, Lambdas should be replaced with method references, Sections of code should not be commented out, Restricted Identifiers should not be used as Identifiers, ""Map.get"" and value test should be replaced with single method call, Return of boolean expressions should not be wrapped into an ""if-then-else"" statement, ""entrySet()"" should be iterated when both the key and value are needed, Collection.isEmpty() should be used to test for emptiness","java:S2147, javascript:S3776, javascript:S3504, javascript:S3504, java:S125, java:S106, java:S106, java:S106, java:S106, java:S125, java:S106, java:S3457, java:S3457, java:S1170, java:S1170, java:S1170, java:S1170, java:S125, java:S1602, java:S1602, java:S125, java:S125, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S1602, java:S125, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S125, java:S106, java:S5361, java:S5361, java:S5361, java:S1612, java:S1602, java:S1602, java:S1602, java:S1602, java:S1602, java:S1602, java:S1612, java:S2789, java:S106, java:S2293, java:S2293, java:S1602, java:S1602, java:S3457, java:S3457, java:S3457, java:S3457, java:S125, java:S1602, java:S1602, java:S1155, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S1126, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S3011, java:S3011, java:S3011, java:S3011, java:S3011, javascript:S3504, java:S2293, java:S2293, java:S106, java:S3824, java:S106, java:S2864, java:S2864, java:S2864, java:S2864, java:S3824, java:S125, java:S125, java:S125, javascript:S3776, javascript:S3504, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S1602, java:S1602, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S1602, java:S1602, java:S1602, java:S1602, java:S106, java:S1612, java:S106, java:S106, java:S106, java:S2293, java:S1602, java:S106, java:S106, java:S106, java:S106, java:S106, java:S1170, java:S1170, java:S106, java:S5164, java:S4065, java:S5164, java:S4065, java:S106, java:S106, java:S106, java:S1602, java:S1602, java:S2293, java:S2293, java:S1126, java:S1602, java:S1602, java:S1602, java:S1602, java:S1602, java:S1126, java:S1602, java:S1602, java:S1602, java:S1126, java:S106, java:S1155, java:S1155, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, java:S3864, java:S3864, java:S3864, javascript:S3504, javascript:S2703, java:S1450, javascript:S3504, javascript:S3504, javascript:S3504, java:S125, java:S1170, java:S125, java:S125, javascript:S3504, java:S106, java:S6213, java:S6213, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S1450, java:S1450, java:S1450, java:S1602, java:S1450, java:S1602, java:S125, java:S3457, java:S3457, java:S3457, java:S3457, java:S3457, java:S1602, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S106, java:S5361, java:S1610, java:S1450, java:S106, java:S1602, java:S3958, java:S2293, java:S2293, java:S2293, java:S2293, java:S1126, java:S2293, java:S2293, java:S2293, java:S2293, java:S1126, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S5361, java:S5361, java:S5361, java:S5361, java:S5361, java:S1602, java:S106, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S3457, java:S106, java:S106, java:S3457, java:S106, java:S106, java:S106, java:S106, java:S1602, java:S1170, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, java:S1602, java:S1602, java:S1602, java:S1602, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S1450, java:S1450, java:S5361, java:S1602, java:S1170, javascript:S3504, javascript:S1186, java:S106, java:S106, java:S1604, java:S1604, javascript:S3504, java:S2789, java:S125, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S1602, java:S125, java:S1602, java:S2293, java:S106, java:S106, java:S2293, java:S2293, java:S2293, java:S2293, java:S1126, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S1126, java:S2293, java:S2293, java:S2293, java:S2293, java:S1126, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S1126, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S1450, java:S1602, java:S1602, java:S1602, java:S1602, java:S1612, java:S1602, java:S1602, java:S1602, java:S1450, java:S1602, java:S1450, java:S1155, java:S5361, java:S5361, java:S5361, java:S106, java:S1450, java:S1602, java:S2293, java:S2293, java:S1450, java:S3824, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, javascript:S125, javascript:S3504, java:S125, java:S125, java:S1155, java:S106, java:S106, java:S1450, java:S1602, java:S1602, java:S5361, java:S1602, java:S1602, java:S1602, java:S106, java:S1604, javascript:S3504, java:S125, java:S125, java:S125, java:S125, java:S125, java:S1170, java:S1170, java:S1170, java:S1602, java:S1602, java:S1602, java:S1602, javascript:S3504, javascript:S3504, java:S106, java:S106, java:S5361, java:S5361, java:S1602, java:S5361, java:S3457, java:S1450, java:S106, java:S125, java:S6213, java:S1948, java:S106, java:S106, java:S1602, java:S1612, java:S2093, java:S106, java:S106, java:S5361, java:S5361, java:S5361, java:S1170, java:S1170, java:S1170, java:S125, java:S106, java:S106, java:S106, java:S1602, java:S125, java:S106, Web:DoctypePresenceCheck, Web:S5254, java:S5164, java:S3011, java:S1126, java:S1126, java:S106, java:S106, java:S1170, java:S1170, java:S1602, java:S4830, java:S4830, java:S4830, java:S4830, java:S106, javascript:S3504, javascript:S3504, java:S1450, javascript:S3504, javascript:S3504, java:S4042, java:S4042, java:S1450, java:S4042, java:S4042, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, javascript:S3504, java:S1170, java:S106, java:S1610, java:S1610, java:S1610, java:S1155, java:S125, java:S5361, java:S106, java:S106, java:S5164, java:S2178, java:S4042, java:S106, java:S106, java:S1170, java:S1170, java:S106, java:S106, java:S106, java:S1450, java:S2178, java:S106, java:S1602, java:S106, java:S106, java:S106, java:S106, java:S106, java:S1602, java:S106, java:S106, java:S106, java:S3457, java:S106, java:S125, java:S125, java:S106, java:S3457, java:S3457, java:S125, java:S125, java:S6213, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S125, java:S3457, java:S3457, java:S3457, java:S3457, java:S3457, java:S3457, java:S3457, java:S3457, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S1170, java:S3824, java:S1610, java:S1170, javascript:S3504, javascript:S3504, java:S1602, java:S125, java:S1170, java:S1450, java:S6213, java:S6213, java:S6213, java:S6213, java:S6213, java:S6213, java:S6213, java:S6213, java:S6213, java:S106, java:S1450, java:S1450, java:S1450, css:S4649, javascript:S3504, javascript:S3504, javascript:S2703, javascript:S3504, javascript:S1854, javascript:S1854, javascript:S1854, javascript:S1854, javascript:S1854, javascript:S3504, javascript:S3504, javascript:S3504, javascript:S3504, java:S106, java:S106, java:S1905, java:S106, java:S3457, java:S3457, java:S3457, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S125, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S1126, java:S2293, java:S2293, java:S2293, java:S2293, java:S1126, java:S2293, java:S2293, java:S2293, java:S2293, java:S1126, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S1126, java:S2293, java:S2293, java:S2293, java:S2293, java:S1126, java:S2293, java:S2293, java:S2293, java:S2293, java:S1126, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S1126, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S2293, java:S125, java:S106, java:S106, java:S1905, java:S1905, java:S2093, java:S106, java:S1170, java:S1170, java:S1640, java:S1640, java:S1640, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S2093, java:S2093, java:S2093, java:S2093, java:S125, java:S1604, java:S1450, java:S3011, java:S3011, java:S106, java:S3457, java:S3457, java:S3457, java:S106, java:S106, java:S106, java:S3457, java:S106, java:S106, java:S106, java:S106, java:S5527, java:S106, java:S1948, java:S1948, java:S1948, java:S1948, java:S2093, java:S106, java:S125, java:S125, java:S4042, java:S4042, java:S4042, java:S4042, java:S4042, java:S4042, java:S4042, java:S4042, java:S4042, java:S4042, java:S4042, java:S5527, java:S125, java:S1450, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S1610, java:S1126, java:S106, java:S106, java:S5164, java:S1450, java:S1170, java:S1170, java:S2093, java:S1450, java:S106, java:S3457, java:S106, java:S1450, java:S1450, java:S106, java:S106, java:S3011, java:S106, java:S106, java:S125, java:S1610, java:S106, java:S106, java:S106, java:S106, java:S1450, java:S125, java:S1450, java:S1610, java:S1610, java:S106, java:S1450, java:S1450, java:S106, java:S1450, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S1450, java:S106, java:S106, java:S3824, java:S3824, java:S1170, java:S125, Web:S5256, Web:S5256, java:S125, java:S1170, java:S1450, java:S1450, java:S106, java:S106, java:S106, java:S125, java:S4087, java:S4087, java:S4087, java:S106, java:S106, java:S1450, java:S106, java:S106, java:S106, java:S106, java:S3457, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S3457, java:S106, java:S106, java:S3824, java:S3824, java:S125, java:S125, java:S1610, java:S106, java:S106, java:S106, java:S125, java:S3457, java:S106, java:S106, java:S106, java:S106, java:S106, java:S1610, java:S106, java:S106, java:S1210, java:S106, java:S2864, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S1170, java:S3011, java:S125, java:S125, java:S106, java:S106, java:S106, java:S106, java:S106, java:S125, java:S125, java:S1450, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S1450, java:S1170, java:S1170, java:S1170, java:S1604, java:S1170, java:S125, java:S106, java:S106, java:S125, java:S1610, java:S125, java:S125, java:S125, java:S125, java:S125, java:S1450, java:S1450, java:S106, java:S125, java:S125, java:S125, java:S106, java:S106, java:S106, java:S125, java:S125, java:S1604, java:S1604, java:S125, java:S5413, java:S125, java:S125, java:S3457, java:S3457, java:S125, java:S125, java:S125, java:S125, java:S125, java:S1126, java:S125, java:S125, java:S125, java:S125, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S4348, java:S106, java:S2274, java:S1450, java:S1126, java:S125, java:S125, java:S106, java:S106, java:S125, java:S3457, java:S1450, java:S1450, java:S106, java:S106, java:S125, java:S106, java:S125, java:S106, java:S106, java:S106, java:S106, java:S125, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S106, java:S125, java:S106, java:S106, java:S106, java:S106"
D:\Repositories\acme4j,2,Optional value should only be accessed after calling isPresent(),N/A,0,,N/A,N/A,,N/A,20,"Local variable and function parameter names should comply with a naming convention, Private fields only used as local variables in methods should become local variables, String literals should not be duplicated, Standard outputs should not be used directly to log anything, ""Stream.peek"" should be used with caution, Reflection should not be used to increase accessibility of classes, methods, or fields","java:S3655, java:S3655, java:S3864, java:S1450, java:S3864, java:S3864, python:S117, python:S117, python:S117, python:S1192, python:S1192, python:S1192, python:S1192, python:S1192, python:S1192, java:S106, java:S3011, java:S3011, java:S106, java:S106, java:S106, java:S106"
