Repository,File,Method,Count,Imports,Parameters,Annotations,Value,Href,Version,MethodParameter,FullClassPath,ModifiedValue
LGame,NativeSupport.java,put,1,[java.io.File;java.nio.Buffer;java.nio.ByteBuffer;java.nio.ByteOrder;java.nio.CharBuffer;java.nio.DoubleBuffer;java.nio.FloatBuffer;java.nio.IntBuffer;java.nio.LongBuffer;java.nio.ShortBuffer;java.security.AccessController;java.security.PrivilegedAction],[char[];int;int],[],"put(int[], int, int)",https://docs.oracle.com/javase/8/docs/api/java/nio/IntBuffer.html#put-int:A-int-int-,1.4,"['int[]', 'int', 'int']",java.nio.IntBuffer,put
LGame,NativeSupport.java,put,1,[java.io.File;java.nio.Buffer;java.nio.ByteBuffer;java.nio.ByteOrder;java.nio.CharBuffer;java.nio.DoubleBuffer;java.nio.FloatBuffer;java.nio.IntBuffer;java.nio.LongBuffer;java.nio.ShortBuffer;java.security.AccessController;java.security.PrivilegedAction;loon.core.LSystem],[float[];int;int],[],"put(int[], int, int)",https://docs.oracle.com/javase/8/docs/api/java/nio/IntBuffer.html#put-int:A-int-int-,1.4,"['int[]', 'int', 'int']",java.nio.IntBuffer,put
LGame,NativeSupport.java,put,1,[java.io.File;java.nio.Buffer;java.nio.ByteBuffer;java.nio.ByteOrder;java.nio.CharBuffer;java.nio.DoubleBuffer;java.nio.FloatBuffer;java.nio.IntBuffer;java.nio.LongBuffer;java.nio.ShortBuffer;java.security.AccessController;java.security.PrivilegedAction],[short[];int;int],[],"put(int[], int, int)",https://docs.oracle.com/javase/8/docs/api/java/nio/IntBuffer.html#put-int:A-int-int-,1.4,"['int[]', 'int', 'int']",java.nio.IntBuffer,put
LGame,NativeSupport.java,put,1,[java.io.File;java.nio.Buffer;java.nio.ByteBuffer;java.nio.ByteOrder;java.nio.CharBuffer;java.nio.DoubleBuffer;java.nio.FloatBuffer;java.nio.IntBuffer;java.nio.LongBuffer;java.nio.ShortBuffer;java.security.AccessController;java.security.PrivilegedAction;loon.core.LSystem],[long[];int;int],[],"put(int[], int, int)",https://docs.oracle.com/javase/8/docs/api/java/nio/IntBuffer.html#put-int:A-int-int-,1.4,"['int[]', 'int', 'int']",java.nio.IntBuffer,put
LGame,LWjglGL10.java,put,2,[java.nio.Buffer;java.nio.ByteBuffer;java.nio.DoubleBuffer;java.nio.FloatBuffer;java.nio.IntBuffer;java.nio.ShortBuffer;org.lwjgl.BufferUtils;org.lwjgl.opengl.GL11;org.lwjgl.opengl.GL12;org.lwjgl.opengl.GL13],[int[];int;int],[],"put(int[], int, int)",https://docs.oracle.com/javase/8/docs/api/java/nio/IntBuffer.html#put-int:A-int-int-,1.4,"['int[]', 'int', 'int']",java.nio.IntBuffer,put
LGame,NativeSupport.java,put,1,[java.io.File;java.nio.Buffer;java.nio.ByteBuffer;java.nio.ByteOrder;java.nio.CharBuffer;java.nio.DoubleBuffer;java.nio.FloatBuffer;java.nio.IntBuffer;java.nio.LongBuffer;java.nio.ShortBuffer;java.security.AccessController;java.security.PrivilegedAction],[float[];int;int],[],"put(int[], int, int)",https://docs.oracle.com/javase/8/docs/api/java/nio/IntBuffer.html#put-int:A-int-int-,1.4,"['int[]', 'int', 'int']",java.nio.IntBuffer,put
LGame,NativeSupport.java,put,1,[java.io.File;java.nio.Buffer;java.nio.ByteBuffer;java.nio.ByteOrder;java.nio.CharBuffer;java.nio.DoubleBuffer;java.nio.FloatBuffer;java.nio.IntBuffer;java.nio.LongBuffer;java.nio.ShortBuffer;java.security.AccessController;java.security.PrivilegedAction;loon.core.LSystem],[double[];int;int],[],"put(int[], int, int)",https://docs.oracle.com/javase/8/docs/api/java/nio/IntBuffer.html#put-int:A-int-int-,1.4,"['int[]', 'int', 'int']",java.nio.IntBuffer,put
LGame,NativeSupport.java,put,1,[java.io.File;java.nio.Buffer;java.nio.ByteBuffer;java.nio.ByteOrder;java.nio.CharBuffer;java.nio.DoubleBuffer;java.nio.FloatBuffer;java.nio.IntBuffer;java.nio.LongBuffer;java.nio.ShortBuffer;java.security.AccessController;java.security.PrivilegedAction],[long[];int;int],[],"put(int[], int, int)",https://docs.oracle.com/javase/8/docs/api/java/nio/IntBuffer.html#put-int:A-int-int-,1.4,"['int[]', 'int', 'int']",java.nio.IntBuffer,put
LGame,NativeSupport.java,put,1,[java.io.File;java.nio.Buffer;java.nio.ByteBuffer;java.nio.ByteOrder;java.nio.CharBuffer;java.nio.DoubleBuffer;java.nio.FloatBuffer;java.nio.IntBuffer;java.nio.LongBuffer;java.nio.ShortBuffer;java.security.AccessController;java.security.PrivilegedAction;loon.core.LSystem],[short[];int;int],[],"put(int[], int, int)",https://docs.oracle.com/javase/8/docs/api/java/nio/IntBuffer.html#put-int:A-int-int-,1.4,"['int[]', 'int', 'int']",java.nio.IntBuffer,put
LGame,GLEx.java,put,1,[java.nio.FloatBuffer;java.nio.IntBuffer;loon.core.LSystem;loon.core.geom.Matrix;loon.core.geom.Polygon;loon.core.geom.RectBox;loon.core.geom.Shape;loon.core.geom.Triangle;loon.core.geom.Triangle2f;loon.core.geom.Vector2f;loon.core.graphics.LColor;loon.core.graphics.LFont;loon.core.graphics.LImage;loon.core.graphics.device.LGraphics;loon.core.graphics.device.LGraphicsTrans;loon.core.graphics.opengl.GL;loon.core.graphics.opengl.GL10;loon.core.graphics.opengl.GLBatch;loon.core.graphics.opengl.LSTRDictionary;loon.core.graphics.opengl.LTexture;loon.core.graphics.opengl.LTextureBatch;loon.jni.NativeSupport;loon.utils.GLUtils;loon.utils.MathUtils;loon.utils.StringUtils;android.util.Log],[float[];int;int],[],"put(int[], int, int)",https://docs.oracle.com/javase/8/docs/api/java/nio/IntBuffer.html#put-int:A-int-int-,1.4,"['int[]', 'int', 'int']",java.nio.IntBuffer,put
LGame,NativeSupport.java,put,1,[java.io.File;java.nio.Buffer;java.nio.ByteBuffer;java.nio.ByteOrder;java.nio.CharBuffer;java.nio.DoubleBuffer;java.nio.FloatBuffer;java.nio.IntBuffer;java.nio.LongBuffer;java.nio.ShortBuffer;java.security.AccessController;java.security.PrivilegedAction;loon.core.LSystem],[byte[];int;int],[],"put(int[], int, int)",https://docs.oracle.com/javase/8/docs/api/java/nio/IntBuffer.html#put-int:A-int-int-,1.4,"['int[]', 'int', 'int']",java.nio.IntBuffer,put
EvalEx,EvaluationValueTest.java,put,1,[org.assertj.core.api.Assertions.assertThat;org.assertj.core.api.Assertions.assertThatThrownBy;com.ezylang.evalex.EvaluationException;com.ezylang.evalex.Expression;com.ezylang.evalex.parser.ASTNode;com.ezylang.evalex.parser.ParseException;com.ezylang.evalex.parser.Token;com.ezylang.evalex.parser.Token.TokenType;java.math.BigDecimal;java.math.MathContext;java.time;java.util;org.junit.jupiter.api.Test],[java.lang.String;java.math.BigDecimal],[],"put(String, String)",https://docs.oracle.com/javase/8/docs/api/java/util/prefs/AbstractPreferences.html#put-java.lang.String-java.lang.String-,1.4,"['String', 'String']",java.util.prefs.AbstractPreferences,put
EvalEx,EvaluationValueTest.java,put,1,[org.assertj.core.api.Assertions.assertThat;org.assertj.core.api.Assertions.assertThatThrownBy;com.ezylang.evalex.EvaluationException;com.ezylang.evalex.Expression;com.ezylang.evalex.parser.ASTNode;com.ezylang.evalex.parser.ParseException;com.ezylang.evalex.parser.Token;com.ezylang.evalex.parser.Token.TokenType;java.math.BigDecimal;java.math.MathContext;java.time;java.util;org.junit.jupiter.api.Test],[java.lang.String;java.math.BigDecimal],[],"put(String, String)",https://docs.oracle.com/javase/8/docs/api/java/util/prefs/Preferences.html#put-java.lang.String-java.lang.String-,1.4,"['String', 'String']",java.util.prefs.Preferences,put
EvalEx,EvaluationValueTest.java,put,2,[org.assertj.core.api.Assertions.assertThat;org.assertj.core.api.Assertions.assertThatThrownBy;com.ezylang.evalex.EvaluationException;com.ezylang.evalex.Expression;com.ezylang.evalex.parser.ASTNode;com.ezylang.evalex.parser.ParseException;com.ezylang.evalex.parser.Token;com.ezylang.evalex.parser.Token.TokenType;java.math.BigDecimal;java.math.MathContext;java.time;java.util;org.junit.jupiter.api.Test],[java.lang.String;unknown],[],"put(String, String)",https://docs.oracle.com/javase/8/docs/api/java/util/prefs/AbstractPreferences.html#put-java.lang.String-java.lang.String-,1.4,"['String', 'String']",java.util.prefs.AbstractPreferences,put
EvalEx,EvaluationValueTest.java,put,2,[org.assertj.core.api.Assertions.assertThat;org.assertj.core.api.Assertions.assertThatThrownBy;com.ezylang.evalex.EvaluationException;com.ezylang.evalex.Expression;com.ezylang.evalex.parser.ASTNode;com.ezylang.evalex.parser.ParseException;com.ezylang.evalex.parser.Token;com.ezylang.evalex.parser.Token.TokenType;java.math.BigDecimal;java.math.MathContext;java.time;java.util;org.junit.jupiter.api.Test],[java.lang.String;unknown],[],"put(String, String)",https://docs.oracle.com/javase/8/docs/api/java/util/prefs/Preferences.html#put-java.lang.String-java.lang.String-,1.4,"['String', 'String']",java.util.prefs.Preferences,put
EvalEx,EvaluationValue.java,put,1,[com.ezylang.evalex.parser.ASTNode;java.math.BigDecimal;java.math.BigInteger;java.math.MathContext;java.time;java.util;java.util.Map.Entry;lombok.Value],[java.lang.String;com.ezylang.evalex.data.EvaluationValue],[],"put(String, String)",https://docs.oracle.com/javase/8/docs/api/java/util/prefs/AbstractPreferences.html#put-java.lang.String-java.lang.String-,1.4,"['String', 'String']",java.util.prefs.AbstractPreferences,put
EvalEx,EvaluationValue.java,put,1,[com.ezylang.evalex.parser.ASTNode;java.math.BigDecimal;java.math.BigInteger;java.math.MathContext;java.time;java.util;java.util.Map.Entry;lombok.Value],[java.lang.String;com.ezylang.evalex.data.EvaluationValue],[],"put(String, String)",https://docs.oracle.com/javase/8/docs/api/java/util/prefs/Preferences.html#put-java.lang.String-java.lang.String-,1.4,"['String', 'String']",java.util.prefs.Preferences,put
EvalEx,EvaluationValueTest.java,put,1,[org.assertj.core.api.Assertions.assertThat;org.assertj.core.api.Assertions.assertThatThrownBy;com.ezylang.evalex.EvaluationException;com.ezylang.evalex.Expression;com.ezylang.evalex.parser.ASTNode;com.ezylang.evalex.parser.ParseException;com.ezylang.evalex.parser.Token;com.ezylang.evalex.parser.Token.TokenType;java.math.BigDecimal;java.math.MathContext;java.time;java.util;org.junit.jupiter.api.Test],[java.lang.String;java.lang.String],[],"put(String, String)",https://docs.oracle.com/javase/8/docs/api/java/util/prefs/AbstractPreferences.html#put-java.lang.String-java.lang.String-,1.4,"['String', 'String']",java.util.prefs.AbstractPreferences,put
EvalEx,EvaluationValueTest.java,put,1,[org.assertj.core.api.Assertions.assertThat;org.assertj.core.api.Assertions.assertThatThrownBy;com.ezylang.evalex.EvaluationException;com.ezylang.evalex.Expression;com.ezylang.evalex.parser.ASTNode;com.ezylang.evalex.parser.ParseException;com.ezylang.evalex.parser.Token;com.ezylang.evalex.parser.Token.TokenType;java.math.BigDecimal;java.math.MathContext;java.time;java.util;org.junit.jupiter.api.Test],[java.lang.String;java.lang.String],[],"put(String, String)",https://docs.oracle.com/javase/8/docs/api/java/util/prefs/Preferences.html#put-java.lang.String-java.lang.String-,1.4,"['String', 'String']",java.util.prefs.Preferences,put
mapdb,SerializerBase.java,put,6,[java.io;java.math.BigDecimal;java.math.BigInteger;java.util;net.kotek.jdbm.SerializationHeader],[java.lang.Object;java.lang.Object],[],"put(Object, Object)",https://docs.oracle.com/javase/8/docs/api/java/util/jar/Attributes.html#put-java.lang.Object-java.lang.Object-,1.2,"['Object', 'Object']",java.util.jar.Attributes,put
dbeaver,ERDEntity.java,put,2,[org.jkiss.code.NotNull;org.jkiss.dbeaver.DBException;org.jkiss.dbeaver.Log;org.jkiss.dbeaver.model;org.jkiss.dbeaver.model.data.json.JSONUtils;org.jkiss.dbeaver.model.exec.DBCException;org.jkiss.dbeaver.model.navigator.DBNDatabaseNode;org.jkiss.dbeaver.model.runtime.DBRProgressMonitor;org.jkiss.dbeaver.model.runtime.VoidProgressMonitor;org.jkiss.dbeaver.model.struct.DBSEntity;org.jkiss.dbeaver.model.struct.DBSEntityAssociation;org.jkiss.dbeaver.model.struct.DBSEntityAttribute;org.jkiss.dbeaver.model.struct.DBSEntityReferrer;org.jkiss.dbeaver.model.virtual.DBVUtils;org.jkiss.utils.CommonUtils;java.util;java.util.stream.Collectors],[java.lang.String;java.lang.String],[],"put(String, String)",https://docs.oracle.com/javase/8/docs/api/java/util/prefs/AbstractPreferences.html#put-java.lang.String-java.lang.String-,1.4,"['String', 'String']",java.util.prefs.AbstractPreferences,put
dbeaver,ERDEntity.java,put,2,[org.jkiss.code.NotNull;org.jkiss.dbeaver.DBException;org.jkiss.dbeaver.Log;org.jkiss.dbeaver.model;org.jkiss.dbeaver.model.data.json.JSONUtils;org.jkiss.dbeaver.model.exec.DBCException;org.jkiss.dbeaver.model.navigator.DBNDatabaseNode;org.jkiss.dbeaver.model.runtime.DBRProgressMonitor;org.jkiss.dbeaver.model.runtime.VoidProgressMonitor;org.jkiss.dbeaver.model.struct.DBSEntity;org.jkiss.dbeaver.model.struct.DBSEntityAssociation;org.jkiss.dbeaver.model.struct.DBSEntityAttribute;org.jkiss.dbeaver.model.struct.DBSEntityReferrer;org.jkiss.dbeaver.model.virtual.DBVUtils;org.jkiss.utils.CommonUtils;java.util;java.util.stream.Collectors],[java.lang.String;java.lang.String],[],"put(String, String)",https://docs.oracle.com/javase/8/docs/api/java/util/prefs/Preferences.html#put-java.lang.String-java.lang.String-,1.4,"['String', 'String']",java.util.prefs.Preferences,put
dbeaver,DataFilterRegistry.java,put,1,[com.google.gson.JsonArray;com.google.gson.JsonObject;org.eclipse.core.runtime.IStatus;org.eclipse.core.runtime.Status;org.jkiss.code.NotNull;org.jkiss.code.Nullable;org.jkiss.dbeaver.DBException;org.jkiss.dbeaver.Log;org.jkiss.dbeaver.model;org.jkiss.dbeaver.model.data.DBDAttributeBinding;org.jkiss.dbeaver.model.data.DBDAttributeConstraint;org.jkiss.dbeaver.model.data.DBDAttributeConstraintBase;org.jkiss.dbeaver.model.data.DBDDataFilter;org.jkiss.dbeaver.model.exec.DBCLogicalOperator;org.jkiss.dbeaver.model.impl.struct.AbstractAttribute;org.jkiss.dbeaver.model.runtime.AbstractJob;org.jkiss.dbeaver.model.runtime.DBRProgressMonitor;org.jkiss.dbeaver.model.sql.SQLUtils;org.jkiss.dbeaver.model.struct;org.jkiss.dbeaver.runtime.DBWorkbench;org.jkiss.dbeaver.utils.GeneralUtils;org.jkiss.utils.ArrayUtils;org.jkiss.utils.CommonUtils;org.jkiss.utils.xml.SAXListener;org.jkiss.utils.xml.SAXReader;org.jkiss.utils.xml.XMLBuilder;org.jkiss.utils.xml.XMLException;org.xml.sax.Attributes;java.io.IOException;java.io.InputStream;java.io.OutputStream;java.lang.reflect.Array;java.nio.file.Files;java.nio.file.Path;java.util;java.util.Map.Entry],[java.lang.String;org.jkiss.dbeaver.ui.controls.resultset.DataFilterRegistry.RestoredAttribute],[],"put(String, String)",https://docs.oracle.com/javase/8/docs/api/java/util/prefs/AbstractPreferences.html#put-java.lang.String-java.lang.String-,1.4,"['String', 'String']",java.util.prefs.AbstractPreferences,put
dbeaver,DataFilterRegistry.java,put,1,[com.google.gson.JsonArray;com.google.gson.JsonObject;org.eclipse.core.runtime.IStatus;org.eclipse.core.runtime.Status;org.jkiss.code.NotNull;org.jkiss.code.Nullable;org.jkiss.dbeaver.DBException;org.jkiss.dbeaver.Log;org.jkiss.dbeaver.model;org.jkiss.dbeaver.model.data.DBDAttributeBinding;org.jkiss.dbeaver.model.data.DBDAttributeConstraint;org.jkiss.dbeaver.model.data.DBDAttributeConstraintBase;org.jkiss.dbeaver.model.data.DBDDataFilter;org.jkiss.dbeaver.model.exec.DBCLogicalOperator;org.jkiss.dbeaver.model.impl.struct.AbstractAttribute;org.jkiss.dbeaver.model.runtime.AbstractJob;org.jkiss.dbeaver.model.runtime.DBRProgressMonitor;org.jkiss.dbeaver.model.sql.SQLUtils;org.jkiss.dbeaver.model.struct;org.jkiss.dbeaver.runtime.DBWorkbench;org.jkiss.dbeaver.utils.GeneralUtils;org.jkiss.utils.ArrayUtils;org.jkiss.utils.CommonUtils;org.jkiss.utils.xml.SAXListener;org.jkiss.utils.xml.SAXReader;org.jkiss.utils.xml.XMLBuilder;org.jkiss.utils.xml.XMLException;org.xml.sax.Attributes;java.io.IOException;java.io.InputStream;java.io.OutputStream;java.lang.reflect.Array;java.nio.file.Files;java.nio.file.Path;java.util;java.util.Map.Entry],[java.lang.String;org.jkiss.dbeaver.ui.controls.resultset.DataFilterRegistry.RestoredAttribute],[],"put(String, String)",https://docs.oracle.com/javase/8/docs/api/java/util/prefs/Preferences.html#put-java.lang.String-java.lang.String-,1.4,"['String', 'String']",java.util.prefs.Preferences,put
dbeaver,GenericFilterValueEdit.java,put,1,[org.eclipse.core.runtime.IStatus;org.eclipse.core.runtime.Status;org.eclipse.jface.action.Action;org.eclipse.jface.action.Separator;org.eclipse.jface.viewers.TableViewer;org.eclipse.swt.SWT;org.eclipse.swt.events.SelectionAdapter;org.eclipse.swt.events.SelectionEvent;org.eclipse.swt.layout.GridData;org.eclipse.swt.layout.GridLayout;org.eclipse.swt.widgets;org.jkiss.code.NotNull;org.jkiss.code.Nullable;org.jkiss.dbeaver.DBException;org.jkiss.dbeaver.Log;org.jkiss.dbeaver.model.DBPDataKind;org.jkiss.dbeaver.model.DBUtils;org.jkiss.dbeaver.model.DBValueFormatting;org.jkiss.dbeaver.model.data;org.jkiss.dbeaver.model.exec.DBCExecutionContext;org.jkiss.dbeaver.model.exec.DBCLogicalOperator;org.jkiss.dbeaver.model.exec.DBCSession;org.jkiss.dbeaver.model.exec.DBExecUtils;org.jkiss.dbeaver.model.runtime.AbstractJob;org.jkiss.dbeaver.model.runtime.DBRProgressMonitor;org.jkiss.dbeaver.model.sql.SQLUtils;org.jkiss.dbeaver.model.struct;org.jkiss.dbeaver.ui.UIUtils;org.jkiss.dbeaver.ui.controls.ListContentProvider;org.jkiss.dbeaver.ui.controls.ViewerColumnController;org.jkiss.dbeaver.ui.controls.resultset.ResultSetRow;org.jkiss.dbeaver.ui.controls.resultset.ResultSetUtils;org.jkiss.dbeaver.ui.controls.resultset.ResultSetViewer;org.jkiss.dbeaver.ui.data.IValueEditor;org.jkiss.utils.CommonUtils;java.lang.reflect.InvocationTargetException;java.sql.Timestamp;java.util.List;java.util;java.util.function.Consumer;java.util.regex.Pattern],[java.lang.Object;unknown],[],"put(Object, Object)",https://docs.oracle.com/javase/8/docs/api/java/util/jar/Attributes.html#put-java.lang.Object-java.lang.Object-,1.2,"['Object', 'Object']",java.util.jar.Attributes,put
dbeaver,ComplexObjectEditor.java,put,1,[org.eclipse.core.runtime.IAdaptable;org.eclipse.jface.action.Action;org.eclipse.jface.action.IContributionManager;org.eclipse.jface.action.MenuManager;org.eclipse.jface.action.Separator;org.eclipse.jface.viewers;org.eclipse.jface.window.ToolTip;org.eclipse.osgi.util.NLS;org.eclipse.swt.SWT;org.eclipse.swt.custom.TreeEditor;org.eclipse.swt.dnd.TextTransfer;org.eclipse.swt.events.ControlAdapter;org.eclipse.swt.events.ControlEvent;org.eclipse.swt.events.MouseAdapter;org.eclipse.swt.events.MouseEvent;org.eclipse.swt.graphics.Color;org.eclipse.swt.graphics.Image;org.eclipse.swt.graphics.Point;org.eclipse.swt.widgets;org.eclipse.ui.IWorkbenchPartSite;org.eclipse.ui.themes.ITheme;org.jkiss.code.NotNull;org.jkiss.code.Nullable;org.jkiss.dbeaver.DBException;org.jkiss.dbeaver.Log;org.jkiss.dbeaver.model.DBPMessageType;org.jkiss.dbeaver.model.DBUtils;org.jkiss.dbeaver.model.DBValueFormatting;org.jkiss.dbeaver.model.data;org.jkiss.dbeaver.model.exec.DBCException;org.jkiss.dbeaver.model.exec.DBCExecutionContext;org.jkiss.dbeaver.model.exec.DBCExecutionPurpose;org.jkiss.dbeaver.model.exec.DBCSession;org.jkiss.dbeaver.model.impl.SimpleTypedObject;org.jkiss.dbeaver.model.impl.data.DefaultValueHandler;org.jkiss.dbeaver.model.runtime.DBRProgressMonitor;org.jkiss.dbeaver.model.runtime.DBRRunnableWithResult;org.jkiss.dbeaver.model.runtime.VoidProgressMonitor;org.jkiss.dbeaver.model.struct.DBSAttributeBase;org.jkiss.dbeaver.model.struct.DBSDataType;org.jkiss.dbeaver.model.struct.DBSTypedObject;org.jkiss.dbeaver.runtime.DBWorkbench;org.jkiss.dbeaver.ui.DBeaverIcons;org.jkiss.dbeaver.ui.UIIcon;org.jkiss.dbeaver.ui.UIUtils;org.jkiss.dbeaver.ui.controls.TreeContentProvider;org.jkiss.dbeaver.ui.controls.resultset.ResultSetPreferences;org.jkiss.dbeaver.ui.controls.resultset.ThemeConstants;org.jkiss.dbeaver.ui.data;org.jkiss.dbeaver.ui.data.managers.BaseValueManager;org.jkiss.dbeaver.ui.data.managers.DefaultValueManager;org.jkiss.dbeaver.ui.data.registry.ValueManagerRegistry;org.jkiss.dbeaver.ui.editors.data.internal.DataEditorsMessages;org.jkiss.dbeaver.ui.internal.UIMessages;org.jkiss.dbeaver.utils.GeneralUtils;org.jkiss.utils.CommonUtils;java.lang.reflect.InvocationTargetException;java.util.List;java.util;java.util.stream.Collectors;java.util.stream.Stream],[java.lang.Object;org.jkiss.dbeaver.ui.data.dialogs.ComplexObjectEditor.CollectionElement],[],"put(Object, Object)",https://docs.oracle.com/javase/8/docs/api/java/util/jar/Attributes.html#put-java.lang.Object-java.lang.Object-,1.2,"['Object', 'Object']",java.util.jar.Attributes,put
