Value;Href;Version;MethodParameter;FullClassPath;ModifiedValue
ModuleLayer;https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/ModuleLayer.html;9;[''];.java.base.java.lang.ModuleLayer;ModuleLayer
ModuleReference;https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleReference.html;9;[''];.java.base.java.lang.module.ModuleReference;ModuleReference
ModuleReference;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jdi/com/sun/jdi/ModuleReference.html;9;[''];.jdk.jdi.com.sun.jdi.ModuleReference;ModuleReference
ModuleReference(ModuleDescriptor, URI);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleReference.html#%3Cinit%3E(java.lang.module.ModuleDescriptor,java.net.URI);9;['ModuleDescriptor', 'URI'];.java.base.java.lang.module.ModuleReference;ModuleReference
modules();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/Configuration.html#modules();9;[''];.java.base.java.lang.module.Configuration;modules
modules();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/ModuleLayer.html#modules();9;[''];.java.base.java.lang.ModuleLayer;modules
ModuleTree;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.compiler/com/sun/source/tree/ModuleTree.html;9;[''];.jdk.compiler.com.sun.source.tree.ModuleTree;ModuleTree
MOUSE_EVENT;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/event/FocusEvent.Cause.html#MOUSE_EVENT;9;[''];.java.desktop.java.awt.event.FocusEvent.Cause;MOUSE_EVENT
MultiResolutionImage;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/image/MultiResolutionImage.html;9;[''];.java.desktop.java.awt.image.MultiResolutionImage;MultiResolutionImage
MXBEAN_NAME;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.management.jfr/jdk/management/jfr/FlightRecorderMXBean.html#MXBEAN_NAME;9;[''];.jdk.management.jfr.jdk.management.jfr.FlightRecorderMXBean;MXBEAN_NAME
name();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jdi/com/sun/jdi/ModuleReference.html#name();9;[''];.jdk.jdi.com.sun.jdi.ModuleReference;name
name();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.html#name();9;[''];.java.base.java.lang.module.ModuleDescriptor;name
name();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.Requires.html#name();9;[''];.java.base.java.lang.module.ModuleDescriptor.Requires;name
name();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ResolvedModule.html#name();9;[''];.java.base.java.lang.module.ResolvedModule;name
name();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/util/spi/ToolProvider.html#name();9;[''];.java.base.java.util.spi.ToolProvider;name
name();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/execution/FailOverExecutionControlProvider.html#name();9;[''];.jdk.jshell.jdk.jshell.execution.FailOverExecutionControlProvider;name
name();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/execution/JdiExecutionControlProvider.html#name();9;[''];.jdk.jshell.jdk.jshell.execution.JdiExecutionControlProvider;name
name();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/execution/LocalExecutionControlProvider.html#name();9;[''];.jdk.jshell.jdk.jshell.execution.LocalExecutionControlProvider;name
name();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/ExpressionSnippet.html#name();9;[''];.jdk.jshell.jdk.jshell.ExpressionSnippet;name
name();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/ImportSnippet.html#name();9;[''];.jdk.jshell.jdk.jshell.ImportSnippet;name
name();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/PersistentSnippet.html#name();9;[''];.jdk.jshell.jdk.jshell.PersistentSnippet;name
name();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/spi/ExecutionControlProvider.html#name();9;[''];.jdk.jshell.jdk.jshell.spi.ExecutionControlProvider;name
Name;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jfr/jdk/jfr/Name.html;9;[''];.jdk.jfr.jdk.jfr.Name;Name
NAME;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jfr/jdk/jfr/Enabled.html#NAME;9;[''];.jdk.jfr.jdk.jfr.Enabled;NAME
NAME;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jfr/jdk/jfr/Period.html#NAME;9;[''];.jdk.jfr.jdk.jfr.Period;NAME
NAME;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jfr/jdk/jfr/StackTrace.html#NAME;9;[''];.jdk.jfr.jdk.jfr.StackTrace;NAME
NAME;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jfr/jdk/jfr/Threshold.html#NAME;9;[''];.jdk.jfr.jdk.jfr.Threshold;NAME
NamedParameterSpec;https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/security/spec/NamedParameterSpec.html;11;[''];.java.base.java.security.spec.NamedParameterSpec;NamedParameterSpec
NamedParameterSpec(String);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/security/spec/NamedParameterSpec.html#%3Cinit%3E(java.lang.String);11;['String'];.java.base.java.security.spec.NamedParameterSpec;NamedParameterSpec
NANOSECONDS;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jfr/jdk/jfr/Timespan.html#NANOSECONDS;9;[''];.jdk.jfr.jdk.jfr.Timespan;NANOSECONDS
NEW;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jfr/jdk/jfr/RecordingState.html#NEW;9;[''];.jdk.jfr.jdk.jfr.RecordingState;NEW
NEW_SUBFILE_TYPE_REDUCED_RESOLUTION;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#NEW_SUBFILE_TYPE_REDUCED_RESOLUTION;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;NEW_SUBFILE_TYPE_REDUCED_RESOLUTION
NEW_SUBFILE_TYPE_SINGLE_PAGE;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#NEW_SUBFILE_TYPE_SINGLE_PAGE;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;NEW_SUBFILE_TYPE_SINGLE_PAGE
NEW_SUBFILE_TYPE_TRANSPARENCY;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#NEW_SUBFILE_TYPE_TRANSPARENCY;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;NEW_SUBFILE_TYPE_TRANSPARENCY
newAutomaticModule(String);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.html#newAutomaticModule(java.lang.String);9;['String'];.java.base.java.lang.module.ModuleDescriptor;newAutomaticModule
newBuilder();https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.html#newBuilder();11;[''];.java.net.http.java.net.http.HttpRequest;newBuilder
newBuilder(URI);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.html#newBuilder(java.net.URI);11;['URI'];.java.net.http.java.net.http.HttpRequest;newBuilder
newEvent();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jfr/jdk/jfr/EventFactory.html#newEvent();9;[''];.jdk.jfr.jdk.jfr.EventFactory;newEvent
newModule(String);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.html#newModule(java.lang.String);9;['String'];.java.base.java.lang.module.ModuleDescriptor;newModule
newModule(String, Set<ModuleDescriptor.Modifier>);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.html#newModule(java.lang.String,java.util.Set);9;['String', 'Set<ModuleDescriptor.Modifier>'];.java.base.java.lang.module.ModuleDescriptor;newModule
newOpenModule(String);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.html#newOpenModule(java.lang.String);9;['String'];.java.base.java.lang.module.ModuleDescriptor;newOpenModule
newRecording();https://docs.oracle.com/en/java/javase/11/docs/api//jdk.management.jfr/jdk/management/jfr/FlightRecorderMXBean.html#newRecording();9;[''];.jdk.management.jfr.jdk.management.jfr.FlightRecorderMXBean;newRecording
NewTree;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.scripting.nashorn/jdk/nashorn/api/tree/NewTree.html;9;[''];.jdk.scripting.nashorn.jdk.nashorn.api.tree.NewTree;NewTree
NO_PROXY;https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpClient.Builder.html#NO_PROXY;11;[''];.java.net.http.java.net.http.HttpClient.Builder;NO_PROXY
noBody();https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.BodyPublishers.html#noBody();11;[''];.java.net.http.java.net.http.HttpRequest.BodyPublishers;noBody
NONE;https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/security/DrbgParameters.Capability.html#NONE;9;[''];.java.base.java.security.DrbgParameters.Capability;NONE
NOPOS;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/Diag.html#NOPOS;9;[''];.jdk.jshell.jdk.jshell.Diag;NOPOS
NOPOS;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.scripting.nashorn/jdk/nashorn/api/tree/Diagnostic.html#NOPOS;9;[''];.jdk.scripting.nashorn.jdk.nashorn.api.tree.Diagnostic;NOPOS
NORMAL_EXIT;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/desktop/QuitStrategy.html#NORMAL_EXIT;9;[''];.java.desktop.java.awt.desktop.QuitStrategy;NORMAL_EXIT
nullConstant(MethodHandles.Lookup, String, Class<?>);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/invoke/ConstantBootstraps.html#nullConstant(java.lang.invoke.MethodHandles.Lookup,java.lang.String,java.lang.Class);11;['MethodHandles.Lookup', 'String', 'Class<?>'];.java.base.java.lang.invoke.ConstantBootstraps;nullConstant
ObjectInputFilter;https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/io/ObjectInputFilter.html;9;[''];.java.base.java.io.ObjectInputFilter;ObjectInputFilter
ObjectInputFilter.Config;https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/io/ObjectInputFilter.Config.html;9;[''];.java.base.java.io.ObjectInputFilter.Config;ObjectInputFilter.Config
ObjectInputFilter.FilterInfo;https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/io/ObjectInputFilter.FilterInfo.html;9;[''];.java.base.java.io.ObjectInputFilter.FilterInfo;ObjectInputFilter.FilterInfo
ObjectInputFilter.Status;https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/io/ObjectInputFilter.Status.html;9;[''];.java.base.java.io.ObjectInputFilter.Status;ObjectInputFilter.Status
ObjectLiteralTree;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.scripting.nashorn/jdk/nashorn/api/tree/ObjectLiteralTree.html;9;[''];.jdk.scripting.nashorn.jdk.nashorn.api.tree.ObjectLiteralTree;ObjectLiteralTree
of(Path...);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleFinder.html#of(java.nio.file.Path...);9;['Path...'];.java.base.java.lang.module.ModuleFinder;of
of(Function<HttpRequest, HttpResponse.BodyHandler<T>>, ConcurrentMap<HttpRequest, CompletableFuture<HttpResponse<T>>>);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpResponse.PushPromiseHandler.html#of(java.util.function.Function,java.util.concurrent.ConcurrentMap);11;['Function<HttpRequest', 'HttpResponse.BodyHandler<T>>', 'ConcurrentMap<HttpRequest', 'CompletableFuture<HttpResponse<T>>>'];.java.net.http.java.net.http.HttpResponse.PushPromiseHandler;of
of(Map<String, List<String>>, BiPredicate<String, String>);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpHeaders.html#of(java.util.Map,java.util.function.BiPredicate);11;['Map<String', 'List<String>>', 'BiPredicate<String', 'String>'];.java.net.http.java.net.http.HttpHeaders;of
ofByteArray();https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpResponse.BodyHandlers.html#ofByteArray();11;[''];.java.net.http.java.net.http.HttpResponse.BodyHandlers;ofByteArray
ofByteArray();https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpResponse.BodySubscribers.html#ofByteArray();11;[''];.java.net.http.java.net.http.HttpResponse.BodySubscribers;ofByteArray
ofByteArray(byte[]);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.BodyPublishers.html#ofByteArray(byte%5B%5D);11;['byte[]'];.java.net.http.java.net.http.HttpRequest.BodyPublishers;ofByteArray
ofByteArray(byte[], int, int);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.BodyPublishers.html#ofByteArray(byte%5B%5D,int,int);11;['byte[]', 'int', 'int'];.java.net.http.java.net.http.HttpRequest.BodyPublishers;ofByteArray
ofByteArrayConsumer(Consumer<Optional<byte[]>>);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpResponse.BodyHandlers.html#ofByteArrayConsumer(java.util.function.Consumer);11;['Consumer<Optional<byte[]>>'];.java.net.http.java.net.http.HttpResponse.BodyHandlers;ofByteArrayConsumer
ofByteArrayConsumer(Consumer<Optional<byte[]>>);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpResponse.BodySubscribers.html#ofByteArrayConsumer(java.util.function.Consumer);11;['Consumer<Optional<byte[]>>'];.java.net.http.java.net.http.HttpResponse.BodySubscribers;ofByteArrayConsumer
ofByteArrays(Iterable<byte[]>);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.BodyPublishers.html#ofByteArrays(java.lang.Iterable);11;['Iterable<byte[]>'];.java.net.http.java.net.http.HttpRequest.BodyPublishers;ofByteArrays
OFF;https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/System.Logger.Level.html#OFF;9;[''];.java.base.java.lang.System.Logger.Level;OFF
offer(T, long, TimeUnit, BiPredicate<Flow.Subscriber<? super T>, ? super T>);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/util/concurrent/SubmissionPublisher.html#offer(T,long,java.util.concurrent.TimeUnit,java.util.function.BiPredicate);9;['T', 'long', 'TimeUnit', 'BiPredicate<Flow.Subscriber<?superT>', '?superT>'];.java.base.java.util.concurrent.SubmissionPublisher;offer
offer(T, BiPredicate<Flow.Subscriber<? super T>, ? super T>);https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/util/concurrent/SubmissionPublisher.html#offer(T,java.util.function.BiPredicate);9;['T', 'BiPredicate<Flow.Subscriber<?superT>', '?superT>'];.java.base.java.util.concurrent.SubmissionPublisher;offer
ofFile(Path);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.BodyPublishers.html#ofFile(java.nio.file.Path);11;['Path'];.java.net.http.java.net.http.HttpRequest.BodyPublishers;ofFile
ofFile(Path);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpResponse.BodyHandlers.html#ofFile(java.nio.file.Path);11;['Path'];.java.net.http.java.net.http.HttpResponse.BodyHandlers;ofFile
ofFile(Path);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpResponse.BodySubscribers.html#ofFile(java.nio.file.Path);11;['Path'];.java.net.http.java.net.http.HttpResponse.BodySubscribers;ofFile
ofFile(Path, OpenOption...);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpResponse.BodyHandlers.html#ofFile(java.nio.file.Path,java.nio.file.OpenOption...);11;['Path', 'OpenOption...'];.java.net.http.java.net.http.HttpResponse.BodyHandlers;ofFile
ofFile(Path, OpenOption...);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpResponse.BodySubscribers.html#ofFile(java.nio.file.Path,java.nio.file.OpenOption...);11;['Path', 'OpenOption...'];.java.net.http.java.net.http.HttpResponse.BodySubscribers;ofFile
ofFileDownload(Path, OpenOption...);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpResponse.BodyHandlers.html#ofFileDownload(java.nio.file.Path,java.nio.file.OpenOption...);11;['Path', 'OpenOption...'];.java.net.http.java.net.http.HttpResponse.BodyHandlers;ofFileDownload
ofInputStream();https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpResponse.BodyHandlers.html#ofInputStream();11;[''];.java.net.http.java.net.http.HttpResponse.BodyHandlers;ofInputStream
ofInputStream();https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpResponse.BodySubscribers.html#ofInputStream();11;[''];.java.net.http.java.net.http.HttpResponse.BodySubscribers;ofInputStream
ofInputStream(Supplier<? extends InputStream>);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.BodyPublishers.html#ofInputStream(java.util.function.Supplier);11;['Supplier<?extendsInputStream>'];.java.net.http.java.net.http.HttpRequest.BodyPublishers;ofInputStream
ofLines();https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpResponse.BodyHandlers.html#ofLines();11;[''];.java.net.http.java.net.http.HttpResponse.BodyHandlers;ofLines
ofLines(Charset);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpResponse.BodySubscribers.html#ofLines(java.nio.charset.Charset);11;['Charset'];.java.net.http.java.net.http.HttpResponse.BodySubscribers;ofLines
ofPublisher();https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpResponse.BodyHandlers.html#ofPublisher();11;[''];.java.net.http.java.net.http.HttpResponse.BodyHandlers;ofPublisher
ofPublisher();https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpResponse.BodySubscribers.html#ofPublisher();11;[''];.java.net.http.java.net.http.HttpResponse.BodySubscribers;ofPublisher
ofString();https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpResponse.BodyHandlers.html#ofString();11;[''];.java.net.http.java.net.http.HttpResponse.BodyHandlers;ofString
ofString(String);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.BodyPublishers.html#ofString(java.lang.String);11;['String'];.java.net.http.java.net.http.HttpRequest.BodyPublishers;ofString
ofString(String, Charset);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.BodyPublishers.html#ofString(java.lang.String,java.nio.charset.Charset);11;['String', 'Charset'];.java.net.http.java.net.http.HttpRequest.BodyPublishers;ofString
ofString(Charset);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpResponse.BodyHandlers.html#ofString(java.nio.charset.Charset);11;['Charset'];.java.net.http.java.net.http.HttpResponse.BodyHandlers;ofString
ofString(Charset);https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpResponse.BodySubscribers.html#ofString(java.nio.charset.Charset);11;['Charset'];.java.net.http.java.net.http.HttpResponse.BodySubscribers;ofString
ofSystem();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleFinder.html#ofSystem();9;[''];.java.base.java.lang.module.ModuleFinder;ofSystem
onShutdown(Consumer<JShell>);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/JShell.html#onShutdown(java.util.function.Consumer);9;['Consumer<JShell>'];.jdk.jshell.jdk.jshell.JShell;onShutdown
onSnippetEvent(Consumer<SnippetEvent>);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/JShell.html#onSnippetEvent(java.util.function.Consumer);9;['Consumer<SnippetEvent>'];.jdk.jshell.jdk.jshell.JShell;onSnippetEvent
open();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleReference.html#open();9;[''];.java.base.java.lang.module.ModuleReference;open
OPEN;https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.Modifier.html#OPEN;9;[''];.java.base.java.lang.module.ModuleDescriptor.Modifier;OPEN
openFiles(OpenFilesEvent);https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/desktop/OpenFilesHandler.html#openFiles(java.awt.desktop.OpenFilesEvent);9;['OpenFilesEvent'];.java.desktop.java.awt.desktop.OpenFilesHandler;openFiles
OpenFilesEvent;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/desktop/OpenFilesEvent.html;9;[''];.java.desktop.java.awt.desktop.OpenFilesEvent;OpenFilesEvent
OpenFilesEvent(List<File>, String);https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/desktop/OpenFilesEvent.html#%3Cinit%3E(java.util.List,java.lang.String);9;['List<File>', 'String'];.java.desktop.java.awt.desktop.OpenFilesEvent;OpenFilesEvent
OpenFilesHandler;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/desktop/OpenFilesHandler.html;9;[''];.java.desktop.java.awt.desktop.OpenFilesHandler;OpenFilesHandler
opens();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.html#opens();9;[''];.java.base.java.lang.module.ModuleDescriptor;opens
OPENS;https://docs.oracle.com/en/java/javase/11/docs/api//java.compiler/javax/lang/model/element/ModuleElement.DirectiveKind.html#OPENS;9;[''];.java.compiler.javax.lang.model.element.ModuleElement.DirectiveKind;OPENS
openStream(long, Map<String, String>);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.management.jfr/jdk/management/jfr/FlightRecorderMXBean.html#openStream(long,java.util.Map);9;['long', 'Map<String', 'String>'];.jdk.management.jfr.jdk.management.jfr.FlightRecorderMXBean;openStream
OpensTree;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.compiler/com/sun/source/tree/OpensTree.html;9;[''];.jdk.compiler.com.sun.source.tree.OpensTree;OpensTree
openURI(OpenURIEvent);https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/desktop/OpenURIHandler.html#openURI(java.awt.desktop.OpenURIEvent);9;['OpenURIEvent'];.java.desktop.java.awt.desktop.OpenURIHandler;openURI
OpenURIEvent;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/desktop/OpenURIEvent.html;9;[''];.java.desktop.java.awt.desktop.OpenURIEvent;OpenURIEvent
OpenURIEvent(URI);https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/desktop/OpenURIEvent.html#%3Cinit%3E(java.net.URI);9;['URI'];.java.desktop.java.awt.desktop.OpenURIEvent;OpenURIEvent
OpenURIHandler;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/java/awt/desktop/OpenURIHandler.html;9;[''];.java.desktop.java.awt.desktop.OpenURIHandler;OpenURIHandler
optional();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/Runtime.Version.html#optional();9;[''];.java.base.java.lang.Runtime.Version;optional
ORIENTATION_ROW_0_BOTTOM_COLUMN_0_LEFT;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#ORIENTATION_ROW_0_BOTTOM_COLUMN_0_LEFT;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;ORIENTATION_ROW_0_BOTTOM_COLUMN_0_LEFT
ORIENTATION_ROW_0_BOTTOM_COLUMN_0_RIGHT;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#ORIENTATION_ROW_0_BOTTOM_COLUMN_0_RIGHT;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;ORIENTATION_ROW_0_BOTTOM_COLUMN_0_RIGHT
ORIENTATION_ROW_0_LEFT_COLUMN_0_BOTTOM;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#ORIENTATION_ROW_0_LEFT_COLUMN_0_BOTTOM;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;ORIENTATION_ROW_0_LEFT_COLUMN_0_BOTTOM
ORIENTATION_ROW_0_LEFT_COLUMN_0_TOP;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#ORIENTATION_ROW_0_LEFT_COLUMN_0_TOP;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;ORIENTATION_ROW_0_LEFT_COLUMN_0_TOP
ORIENTATION_ROW_0_RIGHT_COLUMN_0_BOTTOM;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#ORIENTATION_ROW_0_RIGHT_COLUMN_0_BOTTOM;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;ORIENTATION_ROW_0_RIGHT_COLUMN_0_BOTTOM
ORIENTATION_ROW_0_RIGHT_COLUMN_0_TOP;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#ORIENTATION_ROW_0_RIGHT_COLUMN_0_TOP;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;ORIENTATION_ROW_0_RIGHT_COLUMN_0_TOP
ORIENTATION_ROW_0_TOP_COLUMN_0_LEFT;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#ORIENTATION_ROW_0_TOP_COLUMN_0_LEFT;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;ORIENTATION_ROW_0_TOP_COLUMN_0_LEFT
ORIENTATION_ROW_0_TOP_COLUMN_0_RIGHT;https://docs.oracle.com/en/java/javase/11/docs/api//java.desktop/javax/imageio/plugins/tiff/BaselineTIFFTagSet.html#ORIENTATION_ROW_0_TOP_COLUMN_0_RIGHT;9;[''];.java.desktop.javax.imageio.plugins.tiff.BaselineTIFFTagSet;ORIENTATION_ROW_0_TOP_COLUMN_0_RIGHT
out(PrintStream);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/tool/JavaShellToolBuilder.html#out(java.io.PrintStream);9;['PrintStream'];.jdk.jshell.jdk.jshell.tool.JavaShellToolBuilder;out
out(PrintStream, PrintStream, PrintStream);https://docs.oracle.com/en/java/javase/11/docs/api//jdk.jshell/jdk/jshell/tool/JavaShellToolBuilder.html#out(java.io.PrintStream,java.io.PrintStream,java.io.PrintStream);9;['PrintStream', 'PrintStream', 'PrintStream'];.jdk.jshell.jdk.jshell.tool.JavaShellToolBuilder;out
packages();https://docs.oracle.com/en/java/javase/11/docs/api//java.base/java/lang/module/ModuleDescriptor.html#packages();9;[''];.java.base.java.lang.module.ModuleDescriptor;packages
PackageTree;https://docs.oracle.com/en/java/javase/11/docs/api//jdk.compiler/com/sun/source/tree/PackageTree.html;9;[''];.jdk.compiler.com.sun.source.tree.PackageTree;PackageTree
