Value;Href;Version;MethodParameter;FullClassPath;ModifiedValue
TANGUT_SUPPLEMENT;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Character.UnicodeBlock.html#TANGUT_SUPPLEMENT;15;[''];.java.base.java.lang.Character.UnicodeBlock;TANGUT_SUPPLEMENT
teeing(Collector<? super T, ?, R1>, Collector<? super T, ?, R2>, BiFunction<? super R1, ? super R2, R>);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/util/stream/Collectors.html#teeing(java.util.stream.Collector,java.util.stream.Collector,java.util.function.BiFunction);12;['Collector<?superT', '?', 'R1>', 'Collector<?superT', '?', 'R2>', 'BiFunction<?superR1', '?superR2', 'R>'];.java.base.java.util.stream.Collectors;teeing
toList();https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/util/stream/Stream.html#toList();16;[''];.java.base.java.util.stream.Stream;toList
transform(Function<? super String, ? extends R>);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/String.html#transform(java.util.function.Function);12;['Function<?superString', '?extendsR>'];.java.base.java.lang.String;transform
translateEscapes();https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/String.html#translateEscapes();15;[''];.java.base.java.lang.String;translateEscapes
TRUE;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/constant/ConstantDescs.html#TRUE;15;[''];.java.base.java.lang.constant.ConstantDescs;TRUE
UNIX;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/net/StandardProtocolFamily.html#UNIX;16;[''];.java.base.java.net.StandardProtocolFamily;UNIX
visitBindingPattern(BindingPatternTree, P);https://docs.oracle.com/en/java/javase/17/docs/api//jdk.compiler/com/sun/source/tree/TreeVisitor.html#visitBindingPattern(com.sun.source.tree.BindingPatternTree,P);16;['BindingPatternTree', 'P'];.jdk.compiler.com.sun.source.tree.TreeVisitor;visitBindingPattern
visitBindingPattern(BindingPatternTree, P);https://docs.oracle.com/en/java/javase/17/docs/api//jdk.compiler/com/sun/source/util/SimpleTreeVisitor.html#visitBindingPattern(com.sun.source.tree.BindingPatternTree,P);14;['BindingPatternTree', 'P'];.jdk.compiler.com.sun.source.util.SimpleTreeVisitor;visitBindingPattern
visitBindingPattern(BindingPatternTree, P);https://docs.oracle.com/en/java/javase/17/docs/api//jdk.compiler/com/sun/source/util/TreeScanner.html#visitBindingPattern(com.sun.source.tree.BindingPatternTree,P);14;['BindingPatternTree', 'P'];.jdk.compiler.com.sun.source.util.TreeScanner;visitBindingPattern
visitDefaultCaseLabel(DefaultCaseLabelTree, P);https://docs.oracle.com/en/java/javase/17/docs/api//jdk.compiler/com/sun/source/tree/TreeVisitor.html#visitDefaultCaseLabel(com.sun.source.tree.DefaultCaseLabelTree,P);17;['DefaultCaseLabelTree', 'P'];.jdk.compiler.com.sun.source.tree.TreeVisitor;visitDefaultCaseLabel
visitDefaultCaseLabel(DefaultCaseLabelTree, P);https://docs.oracle.com/en/java/javase/17/docs/api//jdk.compiler/com/sun/source/util/SimpleTreeVisitor.html#visitDefaultCaseLabel(com.sun.source.tree.DefaultCaseLabelTree,P);17;['DefaultCaseLabelTree', 'P'];.jdk.compiler.com.sun.source.util.SimpleTreeVisitor;visitDefaultCaseLabel
visitDefaultCaseLabel(DefaultCaseLabelTree, P);https://docs.oracle.com/en/java/javase/17/docs/api//jdk.compiler/com/sun/source/util/TreeScanner.html#visitDefaultCaseLabel(com.sun.source.tree.DefaultCaseLabelTree,P);17;['DefaultCaseLabelTree', 'P'];.jdk.compiler.com.sun.source.util.TreeScanner;visitDefaultCaseLabel
visitGuardedPattern(GuardedPatternTree, P);https://docs.oracle.com/en/java/javase/17/docs/api//jdk.compiler/com/sun/source/tree/TreeVisitor.html#visitGuardedPattern(com.sun.source.tree.GuardedPatternTree,P);17;['GuardedPatternTree', 'P'];.jdk.compiler.com.sun.source.tree.TreeVisitor;visitGuardedPattern
visitGuardedPattern(GuardedPatternTree, P);https://docs.oracle.com/en/java/javase/17/docs/api//jdk.compiler/com/sun/source/util/SimpleTreeVisitor.html#visitGuardedPattern(com.sun.source.tree.GuardedPatternTree,P);17;['GuardedPatternTree', 'P'];.jdk.compiler.com.sun.source.util.SimpleTreeVisitor;visitGuardedPattern
visitGuardedPattern(GuardedPatternTree, P);https://docs.oracle.com/en/java/javase/17/docs/api//jdk.compiler/com/sun/source/util/TreeScanner.html#visitGuardedPattern(com.sun.source.tree.GuardedPatternTree,P);17;['GuardedPatternTree', 'P'];.jdk.compiler.com.sun.source.util.TreeScanner;visitGuardedPattern
visitParenthesizedPattern(ParenthesizedPatternTree, P);https://docs.oracle.com/en/java/javase/17/docs/api//jdk.compiler/com/sun/source/tree/TreeVisitor.html#visitParenthesizedPattern(com.sun.source.tree.ParenthesizedPatternTree,P);17;['ParenthesizedPatternTree', 'P'];.jdk.compiler.com.sun.source.tree.TreeVisitor;visitParenthesizedPattern
visitParenthesizedPattern(ParenthesizedPatternTree, P);https://docs.oracle.com/en/java/javase/17/docs/api//jdk.compiler/com/sun/source/util/SimpleTreeVisitor.html#visitParenthesizedPattern(com.sun.source.tree.ParenthesizedPatternTree,P);17;['ParenthesizedPatternTree', 'P'];.jdk.compiler.com.sun.source.util.SimpleTreeVisitor;visitParenthesizedPattern
visitParenthesizedPattern(ParenthesizedPatternTree, P);https://docs.oracle.com/en/java/javase/17/docs/api//jdk.compiler/com/sun/source/util/TreeScanner.html#visitParenthesizedPattern(com.sun.source.tree.ParenthesizedPatternTree,P);17;['ParenthesizedPatternTree', 'P'];.jdk.compiler.com.sun.source.util.TreeScanner;visitParenthesizedPattern
visitRecordComponent(RecordComponentElement, P);https://docs.oracle.com/en/java/javase/17/docs/api//java.compiler/javax/lang/model/element/ElementVisitor.html#visitRecordComponent(javax.lang.model.element.RecordComponentElement,P);16;['RecordComponentElement', 'P'];.java.compiler.javax.lang.model.element.ElementVisitor;visitRecordComponent
visitRecordComponent(RecordComponentElement, P);https://docs.oracle.com/en/java/javase/17/docs/api//java.compiler/javax/lang/model/util/AbstractElementVisitor6.html#visitRecordComponent(javax.lang.model.element.RecordComponentElement,P);14;['RecordComponentElement', 'P'];.java.compiler.javax.lang.model.util.AbstractElementVisitor6;visitRecordComponent
visitSwitchExpression(SwitchExpressionTree, P);https://docs.oracle.com/en/java/javase/17/docs/api//jdk.compiler/com/sun/source/tree/TreeVisitor.html#visitSwitchExpression(com.sun.source.tree.SwitchExpressionTree,P);12;['SwitchExpressionTree', 'P'];.jdk.compiler.com.sun.source.tree.TreeVisitor;visitSwitchExpression
visitSystemProperty(SystemPropertyTree, P);https://docs.oracle.com/en/java/javase/17/docs/api//jdk.compiler/com/sun/source/doctree/DocTreeVisitor.html#visitSystemProperty(com.sun.source.doctree.SystemPropertyTree,P);12;['SystemPropertyTree', 'P'];.jdk.compiler.com.sun.source.doctree.DocTreeVisitor;visitSystemProperty
visitSystemProperty(SystemPropertyTree, P);https://docs.oracle.com/en/java/javase/17/docs/api//jdk.compiler/com/sun/source/util/DocTreeScanner.html#visitSystemProperty(com.sun.source.doctree.SystemPropertyTree,P);12;['SystemPropertyTree', 'P'];.jdk.compiler.com.sun.source.util.DocTreeScanner;visitSystemProperty
visitSystemProperty(SystemPropertyTree, P);https://docs.oracle.com/en/java/javase/17/docs/api//jdk.compiler/com/sun/source/util/SimpleDocTreeVisitor.html#visitSystemProperty(com.sun.source.doctree.SystemPropertyTree,P);12;['SystemPropertyTree', 'P'];.jdk.compiler.com.sun.source.util.SimpleDocTreeVisitor;visitSystemProperty
visitTypeAsRecord(TypeElement, P);https://docs.oracle.com/en/java/javase/17/docs/api//java.compiler/javax/lang/model/util/ElementKindVisitor6.html#visitTypeAsRecord(javax.lang.model.element.TypeElement,P);16;['TypeElement', 'P'];.java.compiler.javax.lang.model.util.ElementKindVisitor6;visitTypeAsRecord
visitVariableAsBindingVariable(VariableElement, P);https://docs.oracle.com/en/java/javase/17/docs/api//java.compiler/javax/lang/model/util/ElementKindVisitor14.html#visitVariableAsBindingVariable(javax.lang.model.element.VariableElement,P);14;['VariableElement', 'P'];.java.compiler.javax.lang.model.util.ElementKindVisitor14;visitVariableAsBindingVariable
visitVariableAsBindingVariable(VariableElement, P);https://docs.oracle.com/en/java/javase/17/docs/api//java.compiler/javax/lang/model/util/ElementKindVisitor6.html#visitVariableAsBindingVariable(javax.lang.model.element.VariableElement,P);14;['VariableElement', 'P'];.java.compiler.javax.lang.model.util.ElementKindVisitor6;visitVariableAsBindingVariable
visitYield(YieldTree, P);https://docs.oracle.com/en/java/javase/17/docs/api//jdk.compiler/com/sun/source/tree/TreeVisitor.html#visitYield(com.sun.source.tree.YieldTree,P);13;['YieldTree', 'P'];.jdk.compiler.com.sun.source.tree.TreeVisitor;visitYield
WANCHO;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Character.UnicodeScript.html#WANCHO;13;[''];.java.base.java.lang.Character.UnicodeScript;WANCHO
WANCHO;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Character.UnicodeBlock.html#WANCHO;13;[''];.java.base.java.lang.Character.UnicodeBlock;WANCHO
withInvokeBehavior();https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/invoke/VarHandle.html#withInvokeBehavior();16;[''];.java.base.java.lang.invoke.VarHandle;withInvokeBehavior
withInvokeExactBehavior();https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/invoke/VarHandle.html#withInvokeExactBehavior();16;[''];.java.base.java.lang.invoke.VarHandle;withInvokeExactBehavior
YEZIDI;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Character.UnicodeScript.html#YEZIDI;15;[''];.java.base.java.lang.Character.UnicodeScript;YEZIDI
YEZIDI;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Character.UnicodeBlock.html#YEZIDI;15;[''];.java.base.java.lang.Character.UnicodeBlock;YEZIDI
YIELD;https://docs.oracle.com/en/java/javase/17/docs/api//jdk.compiler/com/sun/source/tree/Tree.Kind.html#YIELD;13;[''];.jdk.compiler.com.sun.source.tree.Tree.Kind;YIELD
