Value;Href;Version;MethodParameter;FullClassPath;ModifiedValue
KHITAN_SMALL_SCRIPT;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Character.UnicodeScript.html#KHITAN_SMALL_SCRIPT;15;[''];.java.base.java.lang.Character.UnicodeScript;KHITAN_SMALL_SCRIPT
KHITAN_SMALL_SCRIPT;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Character.UnicodeBlock.html#KHITAN_SMALL_SCRIPT;15;[''];.java.base.java.lang.Character.UnicodeBlock;KHITAN_SMALL_SCRIPT
KRB_NT_ENTERPRISE;https://docs.oracle.com/en/java/javase/17/docs/api//java.security.jgss/javax/security/auth/kerberos/KerberosPrincipal.html#KRB_NT_ENTERPRISE;13;[''];.java.security.jgss.javax.security.auth.kerberos.KerberosPrincipal;KRB_NT_ENTERPRISE
leaveGroup(SocketAddress, NetworkInterface);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/net/DatagramSocket.html#leaveGroup(java.net.SocketAddress,java.net.NetworkInterface);17;['SocketAddress', 'NetworkInterface'];.java.base.java.net.DatagramSocket;leaveGroup
LISU_SUPPLEMENT;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Character.UnicodeBlock.html#LISU_SUPPLEMENT;15;[''];.java.base.java.lang.Character.UnicodeBlock;LISU_SUPPLEMENT
MAKASAR;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Character.UnicodeScript.html#MAKASAR;12;[''];.java.base.java.lang.Character.UnicodeScript;MAKASAR
MAKASAR;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Character.UnicodeBlock.html#MAKASAR;12;[''];.java.base.java.lang.Character.UnicodeBlock;MAKASAR
mapMulti(BiConsumer<? super T, ? super Consumer<R>>);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/util/stream/Stream.html#mapMulti(java.util.function.BiConsumer);16;['BiConsumer<?superT', '?superConsumer<R>>'];.java.base.java.util.stream.Stream;mapMulti
mapMulti(DoubleStream.DoubleMapMultiConsumer);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/util/stream/DoubleStream.html#mapMulti(java.util.stream.DoubleStream.DoubleMapMultiConsumer);16;['DoubleStream.DoubleMapMultiConsumer'];.java.base.java.util.stream.DoubleStream;mapMulti
mapMulti(IntStream.IntMapMultiConsumer);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/util/stream/IntStream.html#mapMulti(java.util.stream.IntStream.IntMapMultiConsumer);16;['IntStream.IntMapMultiConsumer'];.java.base.java.util.stream.IntStream;mapMulti
mapMulti(LongStream.LongMapMultiConsumer);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/util/stream/LongStream.html#mapMulti(java.util.stream.LongStream.LongMapMultiConsumer);16;['LongStream.LongMapMultiConsumer'];.java.base.java.util.stream.LongStream;mapMulti
mapMultiToDouble(BiConsumer<? super T, ? super DoubleConsumer>);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/util/stream/Stream.html#mapMultiToDouble(java.util.function.BiConsumer);16;['BiConsumer<?superT', '?superDoubleConsumer>'];.java.base.java.util.stream.Stream;mapMultiToDouble
mapMultiToInt(BiConsumer<? super T, ? super IntConsumer>);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/util/stream/Stream.html#mapMultiToInt(java.util.function.BiConsumer);16;['BiConsumer<?superT', '?superIntConsumer>'];.java.base.java.util.stream.Stream;mapMultiToInt
mapMultiToLong(BiConsumer<? super T, ? super LongConsumer>);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/util/stream/Stream.html#mapMultiToLong(java.util.function.BiConsumer);16;['BiConsumer<?superT', '?superLongConsumer>'];.java.base.java.util.stream.Stream;mapMultiToLong
MAYAN_NUMERALS;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Character.UnicodeBlock.html#MAYAN_NUMERALS;12;[''];.java.base.java.lang.Character.UnicodeBlock;MAYAN_NUMERALS
MEDEFAIDRIN;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Character.UnicodeScript.html#MEDEFAIDRIN;12;[''];.java.base.java.lang.Character.UnicodeScript;MEDEFAIDRIN
MEDEFAIDRIN;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Character.UnicodeBlock.html#MEDEFAIDRIN;12;[''];.java.base.java.lang.Character.UnicodeBlock;MEDEFAIDRIN
merge(ObjectInputFilter, ObjectInputFilter);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/io/ObjectInputFilter.html#merge(java.io.ObjectInputFilter,java.io.ObjectInputFilter);17;['ObjectInputFilter', 'ObjectInputFilter'];.java.base.java.io.ObjectInputFilter;merge
mismatch(Path, Path);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/nio/file/Files.html#mismatch(java.nio.file.Path,java.nio.file.Path);12;['Path', 'Path'];.java.base.java.nio.file.Files;mismatch
NANDINAGARI;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Character.UnicodeScript.html#NANDINAGARI;13;[''];.java.base.java.lang.Character.UnicodeScript;NANDINAGARI
NANDINAGARI;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Character.UnicodeBlock.html#NANDINAGARI;13;[''];.java.base.java.lang.Character.UnicodeBlock;NANDINAGARI
negateExact(int);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/StrictMath.html#negateExact(int);14;['int'];.java.base.java.lang.StrictMath;negateExact
negateExact(long);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/StrictMath.html#negateExact(long);14;['long'];.java.base.java.lang.StrictMath;negateExact
newBuilder(HttpRequest, BiPredicate<String, String>);https://docs.oracle.com/en/java/javase/17/docs/api//java.net.http/java/net/http/HttpRequest.html#newBuilder(java.net.http.HttpRequest,java.util.function.BiPredicate);16;['HttpRequest', 'BiPredicate<String', 'String>'];.java.net.http.java.net.http.HttpRequest;newBuilder
newDefaultNSInstance();https://docs.oracle.com/en/java/javase/17/docs/api//java.xml/javax/xml/parsers/DocumentBuilderFactory.html#newDefaultNSInstance();13;[''];.java.xml.javax.xml.parsers.DocumentBuilderFactory;newDefaultNSInstance
newDefaultNSInstance();https://docs.oracle.com/en/java/javase/17/docs/api//java.xml/javax/xml/parsers/SAXParserFactory.html#newDefaultNSInstance();13;[''];.java.xml.javax.xml.parsers.SAXParserFactory;newDefaultNSInstance
newFileSystem(Path);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/nio/file/FileSystems.html#newFileSystem(java.nio.file.Path);13;['Path'];.java.base.java.nio.file.FileSystems;newFileSystem
newFileSystem(Path, Map<String, ?>);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/nio/file/FileSystems.html#newFileSystem(java.nio.file.Path,java.util.Map);13;['Path', 'Map<String', '?>'];.java.base.java.nio.file.FileSystems;newFileSystem
newFileSystem(Path, Map<String, ?>, ClassLoader);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/nio/file/FileSystems.html#newFileSystem(java.nio.file.Path,java.util.Map,java.lang.ClassLoader);13;['Path', 'Map<String', '?>', 'ClassLoader'];.java.base.java.nio.file.FileSystems;newFileSystem
newNSInstance();https://docs.oracle.com/en/java/javase/17/docs/api//java.xml/javax/xml/parsers/DocumentBuilderFactory.html#newNSInstance();13;[''];.java.xml.javax.xml.parsers.DocumentBuilderFactory;newNSInstance
newNSInstance();https://docs.oracle.com/en/java/javase/17/docs/api//java.xml/javax/xml/parsers/SAXParserFactory.html#newNSInstance();13;[''];.java.xml.javax.xml.parsers.SAXParserFactory;newNSInstance
newNSInstance(String, ClassLoader);https://docs.oracle.com/en/java/javase/17/docs/api//java.xml/javax/xml/parsers/DocumentBuilderFactory.html#newNSInstance(java.lang.String,java.lang.ClassLoader);13;['String', 'ClassLoader'];.java.xml.javax.xml.parsers.DocumentBuilderFactory;newNSInstance
newNSInstance(String, ClassLoader);https://docs.oracle.com/en/java/javase/17/docs/api//java.xml/javax/xml/parsers/SAXParserFactory.html#newNSInstance(java.lang.String,java.lang.ClassLoader);13;['String', 'ClassLoader'];.java.xml.javax.xml.parsers.SAXParserFactory;newNSInstance
newReturnTree(boolean, List<? extends DocTree>);https://docs.oracle.com/en/java/javase/17/docs/api//jdk.compiler/com/sun/source/util/DocTreeFactory.html#newReturnTree(boolean,java.util.List);16;['boolean', 'List<?extendsDocTree>'];.jdk.compiler.com.sun.source.util.DocTreeFactory;newReturnTree
newSystemPropertyTree(Name);https://docs.oracle.com/en/java/javase/17/docs/api//jdk.compiler/com/sun/source/util/DocTreeFactory.html#newSystemPropertyTree(javax.lang.model.element.Name);12;['Name'];.jdk.compiler.com.sun.source.util.DocTreeFactory;newSystemPropertyTree
NON_SEALED;https://docs.oracle.com/en/java/javase/17/docs/api//java.compiler/javax/lang/model/element/Modifier.html#NON_SEALED;17;[''];.java.compiler.javax.lang.model.element.Modifier;NON_SEALED
NYIAKENG_PUACHUE_HMONG;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Character.UnicodeScript.html#NYIAKENG_PUACHUE_HMONG;13;[''];.java.base.java.lang.Character.UnicodeScript;NYIAKENG_PUACHUE_HMONG
NYIAKENG_PUACHUE_HMONG;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Character.UnicodeBlock.html#NYIAKENG_PUACHUE_HMONG;13;[''];.java.base.java.lang.Character.UnicodeBlock;NYIAKENG_PUACHUE_HMONG
of(ClassDesc, String);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Enum.EnumDesc.html#of(java.lang.constant.ClassDesc,java.lang.String);12;['ClassDesc', 'String'];.java.base.java.lang.Enum.EnumDesc;of
OLD_SOGDIAN;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Character.UnicodeScript.html#OLD_SOGDIAN;12;[''];.java.base.java.lang.Character.UnicodeScript;OLD_SOGDIAN
OLD_SOGDIAN;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Character.UnicodeBlock.html#OLD_SOGDIAN;12;[''];.java.base.java.lang.Character.UnicodeBlock;OLD_SOGDIAN
open(ProtocolFamily);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/nio/channels/ServerSocketChannel.html#open(java.net.ProtocolFamily);15;['ProtocolFamily'];.java.base.java.nio.channels.ServerSocketChannel;open
open(ProtocolFamily);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/nio/channels/SocketChannel.html#open(java.net.ProtocolFamily);15;['ProtocolFamily'];.java.base.java.nio.channels.SocketChannel;open
openServerSocketChannel(ProtocolFamily);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/nio/channels/spi/SelectorProvider.html#openServerSocketChannel(java.net.ProtocolFamily);15;['ProtocolFamily'];.java.base.java.nio.channels.spi.SelectorProvider;openServerSocketChannel
openSocketChannel(ProtocolFamily);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/nio/channels/spi/SelectorProvider.html#openSocketChannel(java.net.ProtocolFamily);15;['ProtocolFamily'];.java.base.java.nio.channels.spi.SelectorProvider;openSocketChannel
ORIGINAL;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/invoke/MethodHandles.Lookup.html#ORIGINAL;16;[''];.java.base.java.lang.invoke.MethodHandles.Lookup;ORIGINAL
OTTOMAN_SIYAQ_NUMBERS;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Character.UnicodeBlock.html#OTTOMAN_SIYAQ_NUMBERS;13;[''];.java.base.java.lang.Character.UnicodeBlock;OTTOMAN_SIYAQ_NUMBERS
outputWriter();https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Process.html#outputWriter();17;[''];.java.base.java.lang.Process;outputWriter
outputWriter(Charset);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Process.html#outputWriter(java.nio.charset.Charset);17;['Charset'];.java.base.java.lang.Process;outputWriter
PARENTHESIZED_PATTERN;https://docs.oracle.com/en/java/javase/17/docs/api//jdk.compiler/com/sun/source/tree/Tree.Kind.html#PARENTHESIZED_PATTERN;17;[''];.jdk.compiler.com.sun.source.tree.Tree.Kind;PARENTHESIZED_PATTERN
PREFIX;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/text/NumberFormat.Field.html#PREFIX;12;[''];.java.base.java.text.NumberFormat.Field;PREFIX
previousLookupClass();https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/invoke/MethodHandles.Lookup.html#previousLookupClass();14;[''];.java.base.java.lang.invoke.MethodHandles.Lookup;previousLookupClass
print(Diagnostic.Kind, FileObject, int, int, int, String);https://docs.oracle.com/en/java/javase/17/docs/api//jdk.javadoc/jdk/javadoc/doclet/Reporter.html#print(javax.tools.Diagnostic.Kind,javax.tools.FileObject,int,int,int,java.lang.String);17;['Diagnostic.Kind', 'FileObject', 'int', 'int', 'int', 'String'];.jdk.javadoc.jdk.javadoc.doclet.Reporter;print
put(int, ByteBuffer, int, int);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/nio/ByteBuffer.html#put(int,java.nio.ByteBuffer,int,int);16;['int', 'ByteBuffer', 'int', 'int'];.java.base.java.nio.ByteBuffer;put
put(int, CharBuffer, int, int);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/nio/CharBuffer.html#put(int,java.nio.CharBuffer,int,int);16;['int', 'CharBuffer', 'int', 'int'];.java.base.java.nio.CharBuffer;put
put(int, DoubleBuffer, int, int);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/nio/DoubleBuffer.html#put(int,java.nio.DoubleBuffer,int,int);16;['int', 'DoubleBuffer', 'int', 'int'];.java.base.java.nio.DoubleBuffer;put
put(int, FloatBuffer, int, int);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/nio/FloatBuffer.html#put(int,java.nio.FloatBuffer,int,int);16;['int', 'FloatBuffer', 'int', 'int'];.java.base.java.nio.FloatBuffer;put
put(int, IntBuffer, int, int);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/nio/IntBuffer.html#put(int,java.nio.IntBuffer,int,int);16;['int', 'IntBuffer', 'int', 'int'];.java.base.java.nio.IntBuffer;put
put(int, LongBuffer, int, int);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/nio/LongBuffer.html#put(int,java.nio.LongBuffer,int,int);16;['int', 'LongBuffer', 'int', 'int'];.java.base.java.nio.LongBuffer;put
put(int, ShortBuffer, int, int);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/nio/ShortBuffer.html#put(int,java.nio.ShortBuffer,int,int);16;['int', 'ShortBuffer', 'int', 'int'];.java.base.java.nio.ShortBuffer;put
RECORD;https://docs.oracle.com/en/java/javase/17/docs/api//jdk.compiler/com/sun/source/tree/Tree.Kind.html#RECORD;16;[''];.jdk.compiler.com.sun.source.tree.Tree.Kind;RECORD
RECORD;https://docs.oracle.com/en/java/javase/17/docs/api//java.compiler/javax/lang/model/element/ElementKind.html#RECORD;16;[''];.java.compiler.javax.lang.model.element.ElementKind;RECORD
RECORD_COMPONENT;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/annotation/ElementType.html#RECORD_COMPONENT;16;[''];.java.base.java.lang.annotation.ElementType;RECORD_COMPONENT
RECORD_COMPONENT;https://docs.oracle.com/en/java/javase/17/docs/api//java.compiler/javax/lang/model/element/ElementKind.html#RECORD_COMPONENT;16;[''];.java.compiler.javax.lang.model.element.ElementKind;RECORD_COMPONENT
RECORD_SUBKIND;https://docs.oracle.com/en/java/javase/17/docs/api//jdk.jshell/jdk/jshell/Snippet.SubKind.html#RECORD_SUBKIND;14;[''];.jdk.jshell.jdk.jshell.Snippet.SubKind;RECORD_SUBKIND
recordComponentFor(ExecutableElement);https://docs.oracle.com/en/java/javase/17/docs/api//java.compiler/javax/lang/model/util/Elements.html#recordComponentFor(javax.lang.model.element.ExecutableElement);16;['ExecutableElement'];.java.compiler.javax.lang.model.util.Elements;recordComponentFor
recordComponentsIn(Iterable<? extends Element>);https://docs.oracle.com/en/java/javase/17/docs/api//java.compiler/javax/lang/model/util/ElementFilter.html#recordComponentsIn(java.lang.Iterable);16;['Iterable<?extendsElement>'];.java.compiler.javax.lang.model.util.ElementFilter;recordComponentsIn
recordComponentsIn(Set<? extends Element>);https://docs.oracle.com/en/java/javase/17/docs/api//java.compiler/javax/lang/model/util/ElementFilter.html#recordComponentsIn(java.util.Set);16;['Set<?extendsElement>'];.java.compiler.javax.lang.model.util.ElementFilter;recordComponentsIn
refersTo(T);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/ref/Reference.html#refersTo(T);16;['T'];.java.base.java.lang.ref.Reference;refersTo
REIWA;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/time/chrono/JapaneseEra.html#REIWA;13;[''];.java.base.java.time.chrono.JapaneseEra;REIWA
rejectFilter(Predicate<Class<?>>, ObjectInputFilter.Status);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/io/ObjectInputFilter.html#rejectFilter(java.util.function.Predicate,java.io.ObjectInputFilter.Status);17;['Predicate<Class<?>>', 'ObjectInputFilter.Status'];.java.base.java.io.ObjectInputFilter;rejectFilter
rejectUndecidedClass(ObjectInputFilter);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/io/ObjectInputFilter.html#rejectUndecidedClass(java.io.ObjectInputFilter);17;['ObjectInputFilter'];.java.base.java.io.ObjectInputFilter;rejectUndecidedClass
RELEASE_12;https://docs.oracle.com/en/java/javase/17/docs/api//java.compiler/javax/lang/model/SourceVersion.html#RELEASE_12;12;[''];.java.compiler.javax.lang.model.SourceVersion;RELEASE_12
RELEASE_13;https://docs.oracle.com/en/java/javase/17/docs/api//java.compiler/javax/lang/model/SourceVersion.html#RELEASE_13;13;[''];.java.compiler.javax.lang.model.SourceVersion;RELEASE_13
RELEASE_14;https://docs.oracle.com/en/java/javase/17/docs/api//java.compiler/javax/lang/model/SourceVersion.html#RELEASE_14;14;[''];.java.compiler.javax.lang.model.SourceVersion;RELEASE_14
RELEASE_15;https://docs.oracle.com/en/java/javase/17/docs/api//java.compiler/javax/lang/model/SourceVersion.html#RELEASE_15;15;[''];.java.compiler.javax.lang.model.SourceVersion;RELEASE_15
RELEASE_16;https://docs.oracle.com/en/java/javase/17/docs/api//java.compiler/javax/lang/model/SourceVersion.html#RELEASE_16;16;[''];.java.compiler.javax.lang.model.SourceVersion;RELEASE_16
RELEASE_17;https://docs.oracle.com/en/java/javase/17/docs/api//java.compiler/javax/lang/model/SourceVersion.html#RELEASE_17;17;[''];.java.compiler.javax.lang.model.SourceVersion;RELEASE_17
resolveConstantDesc(MethodHandles.Lookup);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Double.html#resolveConstantDesc(java.lang.invoke.MethodHandles.Lookup);12;['MethodHandles.Lookup'];.java.base.java.lang.Double;resolveConstantDesc
resolveConstantDesc(MethodHandles.Lookup);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Float.html#resolveConstantDesc(java.lang.invoke.MethodHandles.Lookup);12;['MethodHandles.Lookup'];.java.base.java.lang.Float;resolveConstantDesc
resolveConstantDesc(MethodHandles.Lookup);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Integer.html#resolveConstantDesc(java.lang.invoke.MethodHandles.Lookup);12;['MethodHandles.Lookup'];.java.base.java.lang.Integer;resolveConstantDesc
resolveConstantDesc(MethodHandles.Lookup);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Long.html#resolveConstantDesc(java.lang.invoke.MethodHandles.Lookup);12;['MethodHandles.Lookup'];.java.base.java.lang.Long;resolveConstantDesc
resolveConstantDesc(MethodHandles.Lookup);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/String.html#resolveConstantDesc(java.lang.invoke.MethodHandles.Lookup);12;['MethodHandles.Lookup'];.java.base.java.lang.String;resolveConstantDesc
RSA_PSS;https://docs.oracle.com/en/java/javase/17/docs/api//java.xml.crypto/javax/xml/crypto/dsig/SignatureMethod.html#RSA_PSS;17;[''];.java.xml.crypto.javax.xml.crypto.dsig.SignatureMethod;RSA_PSS
SEALED;https://docs.oracle.com/en/java/javase/17/docs/api//java.compiler/javax/lang/model/element/Modifier.html#SEALED;17;[''];.java.compiler.javax.lang.model.element.Modifier;SEALED
setCurrentBlocker(Object);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/util/concurrent/locks/LockSupport.html#setCurrentBlocker(java.lang.Object);14;['Object'];.java.base.java.util.concurrent.locks.LockSupport;setCurrentBlocker
setLongThreadID(long);https://docs.oracle.com/en/java/javase/17/docs/api//java.logging/java/util/logging/LogRecord.html#setLongThreadID(long);16;['long'];.java.logging.java.util.logging.LogRecord;setLongThreadID
setMonetaryGroupingSeparator(char);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/text/DecimalFormatSymbols.html#setMonetaryGroupingSeparator(char);15;['char'];.java.base.java.text.DecimalFormatSymbols;setMonetaryGroupingSeparator
setParameterNameProvider(ParameterNameProvider);https://docs.oracle.com/en/java/javase/17/docs/api//jdk.compiler/com/sun/source/util/JavacTask.html#setParameterNameProvider(com.sun.source.util.ParameterNameProvider);13;['ParameterNameProvider'];.jdk.compiler.com.sun.source.util.JavacTask;setParameterNameProvider
setSerialFilterFactory(BinaryOperator<ObjectInputFilter>);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/io/ObjectInputFilter.Config.html#setSerialFilterFactory(java.util.function.BinaryOperator);17;['BinaryOperator<ObjectInputFilter>'];.java.base.java.io.ObjectInputFilter.Config;setSerialFilterFactory
SHA3_224;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/security/spec/MGF1ParameterSpec.html#SHA3_224;16;[''];.java.base.java.security.spec.MGF1ParameterSpec;SHA3_224
SHA3_256;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/security/spec/MGF1ParameterSpec.html#SHA3_256;16;[''];.java.base.java.security.spec.MGF1ParameterSpec;SHA3_256
SHA3_384;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/security/spec/MGF1ParameterSpec.html#SHA3_384;16;[''];.java.base.java.security.spec.MGF1ParameterSpec;SHA3_384
SHA3_512;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/security/spec/MGF1ParameterSpec.html#SHA3_512;16;[''];.java.base.java.security.spec.MGF1ParameterSpec;SHA3_512
skipNBytes(long);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/io/InputStream.html#skipNBytes(long);12;['long'];.java.base.java.io.InputStream;skipNBytes
slice(int, int);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/nio/Buffer.html#slice(int,int);13;['int', 'int'];.java.base.java.nio.Buffer;slice
slice(int, int);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/nio/ByteBuffer.html#slice(int,int);13;['int', 'int'];.java.base.java.nio.ByteBuffer;slice
slice(int, int);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/nio/CharBuffer.html#slice(int,int);13;['int', 'int'];.java.base.java.nio.CharBuffer;slice
slice(int, int);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/nio/DoubleBuffer.html#slice(int,int);13;['int', 'int'];.java.base.java.nio.DoubleBuffer;slice
slice(int, int);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/nio/FloatBuffer.html#slice(int,int);13;['int', 'int'];.java.base.java.nio.FloatBuffer;slice
slice(int, int);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/nio/IntBuffer.html#slice(int,int);13;['int', 'int'];.java.base.java.nio.IntBuffer;slice
slice(int, int);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/nio/LongBuffer.html#slice(int,int);13;['int', 'int'];.java.base.java.nio.LongBuffer;slice
slice(int, int);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/nio/ShortBuffer.html#slice(int,int);13;['int', 'int'];.java.base.java.nio.ShortBuffer;slice
SMALL_KANA_EXTENSION;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Character.UnicodeBlock.html#SMALL_KANA_EXTENSION;13;[''];.java.base.java.lang.Character.UnicodeBlock;SMALL_KANA_EXTENSION
SO_INCOMING_NAPI_ID;https://docs.oracle.com/en/java/javase/17/docs/api//jdk.net/jdk/net/ExtendedSocketOptions.html#SO_INCOMING_NAPI_ID;15;[''];.jdk.net.jdk.net.ExtendedSocketOptions;SO_INCOMING_NAPI_ID
SO_PEERCRED;https://docs.oracle.com/en/java/javase/17/docs/api//jdk.net/jdk/net/ExtendedSocketOptions.html#SO_PEERCRED;16;[''];.jdk.net.jdk.net.ExtendedSocketOptions;SO_PEERCRED
SOGDIAN;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Character.UnicodeScript.html#SOGDIAN;12;[''];.java.base.java.lang.Character.UnicodeScript;SOGDIAN
SOGDIAN;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Character.UnicodeBlock.html#SOGDIAN;12;[''];.java.base.java.lang.Character.UnicodeBlock;SOGDIAN
split(RandomGenerator.SplittableGenerator);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/util/SplittableRandom.html#split(java.util.random.RandomGenerator.SplittableGenerator);17;['RandomGenerator.SplittableGenerator'];.java.base.java.util.SplittableRandom;split
splits();https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/util/SplittableRandom.html#splits();17;[''];.java.base.java.util.SplittableRandom;splits
splits(long);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/util/SplittableRandom.html#splits(long);17;['long'];.java.base.java.util.SplittableRandom;splits
splits(long, RandomGenerator.SplittableGenerator);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/util/SplittableRandom.html#splits(long,java.util.random.RandomGenerator.SplittableGenerator);17;['long', 'RandomGenerator.SplittableGenerator'];.java.base.java.util.SplittableRandom;splits
splits(RandomGenerator.SplittableGenerator);https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/util/SplittableRandom.html#splits(java.util.random.RandomGenerator.SplittableGenerator);17;['RandomGenerator.SplittableGenerator'];.java.base.java.util.SplittableRandom;splits
stripIndent();https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/String.html#stripIndent();15;[''];.java.base.java.lang.String;stripIndent
SUFFIX;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/text/NumberFormat.Field.html#SUFFIX;12;[''];.java.base.java.text.NumberFormat.Field;SUFFIX
SWITCH_EXPRESSION;https://docs.oracle.com/en/java/javase/17/docs/api//jdk.compiler/com/sun/source/tree/Tree.Kind.html#SWITCH_EXPRESSION;12;[''];.jdk.compiler.com.sun.source.tree.Tree.Kind;SWITCH_EXPRESSION
SYMBOLS_AND_PICTOGRAPHS_EXTENDED_A;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Character.UnicodeBlock.html#SYMBOLS_AND_PICTOGRAPHS_EXTENDED_A;13;[''];.java.base.java.lang.Character.UnicodeBlock;SYMBOLS_AND_PICTOGRAPHS_EXTENDED_A
SYMBOLS_FOR_LEGACY_COMPUTING;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Character.UnicodeBlock.html#SYMBOLS_FOR_LEGACY_COMPUTING;15;[''];.java.base.java.lang.Character.UnicodeBlock;SYMBOLS_FOR_LEGACY_COMPUTING
TAMIL_SUPPLEMENT;https://docs.oracle.com/en/java/javase/17/docs/api//java.base/java/lang/Character.UnicodeBlock.html#TAMIL_SUPPLEMENT;13;[''];.java.base.java.lang.Character.UnicodeBlock;TAMIL_SUPPLEMENT
